student_id,age,gender,branch,cgpa,internships,projects,coding_score,aptitude_score,communication_score,python_skill,sql_skill,excel_skill,power_bi_skill,dsa_skill,cloud_skill,cybersecurity_skill,placed,company_type,package_lpa
S0769,20,Female,CSE,7.53,0,2,76.43,65.53,76.67,1,1,1,0,1,1,0,0,,
S0770,20,Female,ME,6.66,1,4,83.34,78.98,72.37,1,1,1,0,0,0,0,1,Service,5.66
S0771,21,Male,ECE,6.8,2,3,70.33,95.12,70.64,1,1,1,1,1,1,0,1,Product,12.61
S0772,22,Male,ECE,6.53,1,0,57.79,87.28,77.48,1,1,1,0,0,0,0,0,,
S0773,20,Female,EEE,5.19,1,4,53.08,57.1,96.0,0,0,1,1,1,0,0,0,,
S0774,19,Male,ME,5.96,0,0,65.46,61.27,70.43,1,1,1,1,0,0,0,1,Service,4.48
S0775,22,Male,EEE,7.56,0,8,94.97,65.68,72.53,1,1,1,1,1,0,0,1,Product,14.74
S0776,20,Female,IT,7.28,0,2,65.17,47.59,58.38,1,1,0,0,1,1,1,1,Product,18.42
S0777,21,Female,EEE,7.47,0,0,66.7,76.62,69.93,1,1,1,1,1,0,0,1,Service,6.26
S0778,22,Male,CSE,8.08,2,2,79.29,73.28,88.73,1,1,1,0,1,1,0,1,Startup,9.5
S0779,21,Female,ECE,8.59,1,0,69.07,80.47,88.76,1,0,0,0,1,0,1,0,,
S0780,19,Male,ME,9.44,0,0,72.51,76.43,70.86,0,1,1,1,1,0,1,1,Startup,8.22
S0781,22,Female,IT,8.07,0,0,75.56,63.03,71.84,1,1,1,1,0,1,0,1,Startup,13.52
S0782,19,Male,CE,6.65,2,3,66.08,51.8,80.09,1,1,1,1,0,1,0,1,Service,6.31
S0783,21,Male,EEE,7.99,0,1,53.66,57.76,85.84,0,1,1,0,1,0,0,0,,
S0784,21,Male,ECE,6.53,1,3,70.48,49.98,86.87,1,1,1,1,1,0,0,1,Service,5.9
S0785,21,Female,CSE,7.73,1,3,84.2,82.4,52.88,0,1,1,1,1,0,0,1,Service,7.55
S0786,22,Male,IT,7.14,0,2,59.94,65.49,78.96,1,1,0,1,1,0,0,1,Service,5.84
S0787,21,Male,CSE,8.83,1,1,78.11,90.73,89.03,1,1,1,1,1,0,0,1,Product,22.55
S0788,19,Male,IT,7.54,1,3,68.92,97.0,87.9,1,0,1,0,0,0,1,1,Startup,10.53
S0789,20,Female,CSE,7.54,0,0,74.95,54.85,79.72,1,1,1,1,1,1,1,0,,
S0790,22,Male,IT,7.84,2,2,77.58,75.76,96.0,1,0,0,0,1,0,0,1,Product,14.2
S0791,19,Male,ECE,5.77,0,9,82.23,61.83,85.73,1,1,0,0,1,0,0,1,Startup,12.06
S0792,23,Male,CSE,6.88,2,0,65.82,53.48,96.0,0,1,1,1,0,0,0,1,Startup,8.99
S0793,22,Male,CSE,7.35,1,1,76.65,55.72,96.0,1,1,1,1,1,0,0,0,,
S0794,19,Male,CE,7.26,1,0,65.27,81.69,86.66,0,0,1,0,1,0,1,1,Product,13.34
S0795,22,Male,IT,7.0,1,2,92.67,73.55,82.71,1,1,1,1,0,0,1,0,,
S0796,22,Female,EEE,6.07,3,1,32.99,64.39,95.08,1,0,0,0,0,0,0,0,,
S0797,20,Male,EEE,8.37,1,1,70.34,85.03,82.66,1,1,1,1,1,0,0,1,Startup,9.45
S0798,21,Female,CSE,6.87,0,3,79.64,85.07,76.06,0,1,1,0,0,0,0,0,,
S0799,19,Male,CSE,8.66,0,1,83.95,63.93,84.8,1,1,1,0,1,1,0,0,,
S0800,20,Male,EEE,6.37,0,4,60.99,90.58,80.07,1,1,1,1,0,0,0,1,Startup,8.79
S0801,21,Male,IT,5.76,1,1,74.83,66.35,82.04,1,1,1,0,0,1,0,0,,
S0802,21,Non-binary,CSE,7.96,0,1,53.18,83.79,93.53,1,1,1,1,1,1,1,1,Product,15.84
S0803,21,Female,IT,5.31,2,2,76.9,68.63,71.93,1,1,1,0,1,0,1,1,Service,6.02
S0804,20,Male,IT,6.86,1,4,82.52,61.53,96.0,0,1,1,0,1,1,0,1,Service,5.4
S0805,18,Male,CSE,7.42,1,2,82.19,83.42,79.38,0,1,1,1,0,0,0,1,Other,6.07
S0806,23,Female,CE,8.09,1,1,78.11,64.73,96.0,1,1,1,1,1,0,0,1,Product,20.88
S0807,22,Male,IT,5.61,0,1,49.09,56.6,82.3,0,0,0,0,1,0,1,1,Product,17.74
S0808,22,Female,CSE,6.33,0,2,76.79,58.23,69.4,1,1,1,0,1,1,0,0,,
S0809,19,Male,CSE,8.1,0,2,94.88,61.96,82.31,0,1,1,1,1,0,1,1,Startup,14.23
S0810,21,Female,CE,8.17,0,1,85.38,89.35,57.81,1,1,1,0,1,0,0,1,Product,21.07
S0811,22,Male,CSE,7.8,1,2,96.73,67.08,91.53,1,1,1,0,1,1,0,1,Product,24.94
S0812,21,Male,CE,7.56,4,0,85.69,62.92,81.06,1,1,1,0,0,0,0,1,Product,16.47
S0813,21,Male,ME,9.15,2,2,67.76,67.61,77.22,0,0,0,1,1,0,0,1,Service,6.11
S0814,21,Female,IT,7.16,0,3,74.5,61.97,96.0,1,1,1,0,1,0,0,0,,
S0815,22,Female,ME,9.68,5,1,88.07,59.89,89.04,1,1,1,1,1,1,0,1,Product,17.4
S0816,23,Male,EEE,7.23,0,1,63.51,97.0,77.87,1,0,1,1,0,0,0,0,,
S0817,20,Non-binary,IT,4.0,3,2,56.86,45.62,84.54,0,1,1,1,1,1,0,1,Startup,8.2
S0818,22,Female,ME,8.17,1,1,72.79,57.17,93.23,0,0,1,0,0,0,1,1,Product,14.58
S0819,20,Female,CE,6.4,1,2,84.02,66.21,94.37,1,1,1,0,1,0,1,0,,
S0820,23,Female,ECE,7.86,2,5,78.55,97.0,70.05,1,0,0,0,1,1,0,1,Product,22.98
S0821,19,Male,EEE,8.16,0,0,72.61,77.64,96.0,1,1,1,0,0,0,0,1,Service,6.29
S0822,21,Male,IT,7.41,0,2,70.78,77.74,87.33,1,1,1,0,1,0,0,1,Product,15.6
S0823,20,Male,EEE,7.46,0,3,59.18,84.62,84.02,0,0,1,0,1,0,0,0,,
S0824,20,Male,CSE,7.3,1,2,67.87,85.73,58.98,0,0,1,1,0,0,0,0,,
S0825,22,Male,EEE,7.64,3,2,73.76,75.47,74.64,1,0,1,0,1,0,1,1,Service,6.11
S0826,21,Female,IT,6.15,1,0,64.89,55.24,73.64,1,0,1,1,1,0,1,0,,
S0827,22,Male,ME,8.1,1,3,64.37,88.55,93.61,1,1,0,0,0,0,1,0,,
S0828,21,Female,IT,5.38,0,2,82.16,46.95,69.83,1,1,1,0,1,0,0,1,Service,4.25
S0829,21,Female,CSE,8.81,1,2,82.82,53.11,96.0,0,1,1,1,1,0,1,1,Startup,14.41
S0830,20,Male,ME,6.76,0,2,66.47,72.34,86.51,1,1,1,1,1,0,0,0,,
S0831,22,Male,CSE,6.5,0,4,74.03,59.28,58.65,1,1,1,1,1,1,0,1,Product,14.88
S0832,21,Male,ME,7.09,2,4,74.34,67.98,71.85,0,1,1,0,0,0,0,0,,
S0833,21,Male,IT,8.15,1,3,91.75,79.67,96.0,1,1,1,1,1,0,0,1,Product,12.7
S0834,20,Non-binary,IT,8.59,2,1,83.99,74.35,96.0,1,1,1,1,1,0,1,0,,
S0835,22,Male,CSE,7.66,2,3,60.59,61.68,83.78,0,0,1,1,1,0,0,1,Product,11.2
S0836,20,Male,ECE,8.23,2,2,69.65,78.24,53.85,1,1,0,0,0,1,0,1,Service,6.45
S0837,21,Male,CSE,7.56,1,4,72.77,73.69,69.45,1,1,1,1,1,0,0,1,Product,16.33
S0838,22,Male,EEE,6.86,1,2,77.57,77.19,54.78,1,1,1,0,0,0,0,1,Service,6.19
S0839,22,Female,CSE,7.34,1,5,94.2,67.05,81.6,1,1,1,0,1,0,0,1,Startup,14.57
S0840,22,Male,CSE,6.12,2,2,89.71,57.22,76.58,1,1,1,1,1,1,0,1,Startup,10.83
S0841,22,Female,ECE,8.04,1,1,87.49,81.43,90.99,1,0,1,0,0,0,0,1,Service,3.33
S0842,21,Prefer not to say,IT,8.73,0,3,90.84,95.48,95.61,1,1,1,1,0,0,0,1,Product,19.67
S0843,19,Male,CSE,6.53,2,5,77.1,91.14,65.51,1,1,0,1,1,1,0,1,Product,14.31
S0844,20,Female,IT,6.28,1,2,72.02,59.93,96.0,1,1,1,1,1,0,0,0,,
S0845,21,Female,IT,6.29,0,3,89.97,49.18,96.0,1,1,0,0,0,1,0,1,Product,23.6
S0846,22,Male,IT,8.18,1,1,90.16,70.62,82.34,1,1,1,1,1,0,0,1,Service,6.81
S0847,19,Male,IT,7.96,1,2,86.21,67.84,96.0,0,1,1,1,1,0,0,1,Startup,15.6
S0848,23,Female,ME,7.42,0,2,57.89,54.37,72.27,1,1,1,0,0,0,0,1,Startup,18.22
S0849,22,Male,IT,7.73,1,2,89.91,65.86,82.67,1,1,1,1,1,1,0,1,Service,7.44
S0850,21,Male,CE,9.26,2,2,75.13,82.24,96.0,1,1,1,1,0,0,0,0,,
S0851,22,Male,CSE,8.5,0,2,73.9,97.0,96.0,1,1,1,0,1,1,0,1,Product,19.75
S0852,23,Female,IT,6.01,0,1,72.84,73.85,70.8,1,1,0,1,1,0,1,0,,
S0853,21,Male,ECE,8.97,0,3,79.56,74.97,96.0,0,1,1,1,0,0,0,1,Service,7.3
S0854,19,Female,CSE,7.1,0,1,47.67,78.2,96.0,0,1,1,0,1,1,1,1,Other,5.65
S0855,21,Prefer not to say,ME,6.84,0,2,68.68,87.71,59.44,1,0,1,0,0,1,0,0,,
S0856,21,Prefer not to say,EEE,7.46,0,1,55.01,79.62,81.76,1,1,1,1,1,0,1,1,Service,5.32
S0857,20,Male,ECE,8.51,0,1,71.46,76.29,87.41,1,1,0,0,1,0,0,1,Startup,6.59
S0858,23,Male,ECE,8.12,0,1,69.69,93.04,95.56,1,1,1,0,1,0,1,0,,
S0859,22,Male,ME,8.12,1,2,74.25,58.23,96.0,0,1,1,0,0,0,0,0,,
S0860,23,Male,CSE,7.14,1,3,83.44,72.28,80.96,1,1,1,1,0,0,0,0,,
S0861,20,Male,ME,6.48,0,2,53.3,68.66,84.95,0,1,1,0,0,0,0,0,,
S0862,22,Prefer not to say,IT,6.28,1,3,76.69,67.82,76.02,1,1,1,0,1,1,0,0,,
S0863,22,Female,EEE,6.6,0,3,77.15,58.33,87.96,1,0,1,1,0,1,0,1,Service,5.62
S0864,19,Female,CSE,5.0,0,3,83.14,50.52,61.99,1,0,1,1,1,0,0,0,,
S0865,23,Male,EEE,6.78,1,3,70.8,87.41,96.0,1,1,1,1,1,0,0,1,Startup,11.97
S0866,21,Female,ECE,7.73,2,1,53.09,70.31,83.63,0,1,0,0,0,0,0,0,,
S0867,21,Male,CSE,9.85,0,3,96.51,77.32,89.65,1,1,1,1,1,1,0,1,Service,7.36
S0868,21,Male,CSE,8.17,0,1,73.72,83.96,84.33,1,0,1,0,1,1,0,0,,
S0869,21,Male,CSE,7.22,0,3,85.33,75.58,55.41,1,1,1,1,1,0,0,1,Product,16.41
S0870,20,Male,IT,9.85,0,2,82.36,75.34,96.0,1,1,1,1,1,1,0,1,Startup,14.85
S0871,23,Female,IT,6.48,1,2,68.73,58.9,90.08,1,1,1,0,1,0,1,1,Service,5.33
S0872,23,Male,ME,8.23,0,1,75.89,90.38,71.49,1,1,1,1,1,1,1,1,Service,6.75
S0873,23,Male,CSE,6.5,0,2,56.46,78.1,59.59,1,1,1,0,1,1,0,0,,
S0874,21,Male,ECE,6.14,2,1,55.54,73.06,69.15,1,1,1,1,1,0,0,1,Service,3.44
S0875,20,Female,CE,7.19,1,3,66.57,70.09,84.01,0,1,1,1,1,0,0,0,,
S0876,21,Male,EEE,6.46,1,4,89.45,61.59,68.02,1,1,1,1,1,0,0,1,Startup,17.46
S0877,19,Male,IT,6.59,1,2,74.12,52.96,83.91,1,1,1,0,0,0,1,0,,
S0878,18,Female,CSE,7.68,0,4,84.34,68.93,79.23,1,1,1,1,1,0,0,1,Startup,10.52
S0879,22,Male,IT,9.43,0,3,96.36,93.79,79.77,1,1,1,1,1,0,0,1,Product,16.25
S0880,19,Female,ECE,8.78,0,2,60.45,73.53,85.86,1,1,0,0,1,0,1,0,,
S0881,19,Male,ECE,6.29,1,3,55.02,45.09,71.53,0,1,1,1,1,0,0,1,Service,5.01
S0882,22,Male,EEE,4.26,2,3,47.34,75.19,81.17,0,0,1,0,0,0,0,0,,
S0883,21,Female,CE,7.91,1,1,67.08,80.62,92.03,1,0,1,0,1,1,0,0,,
S0884,20,Male,CSE,7.17,1,3,88.67,71.6,96.0,1,1,1,0,0,0,0,1,Service,7.04
S0885,22,Female,IT,7.79,0,4,88.39,69.77,89.46,1,1,0,1,1,0,1,0,,
S0886,23,Female,ME,7.86,1,2,75.74,86.23,73.91,1,1,1,0,0,0,0,1,Startup,9.33
S0887,21,Female,ECE,9.15,0,4,98.5,82.33,73.13,1,1,1,0,1,0,0,1,Product,12.44
S0888,19,Female,CSE,7.44,0,4,91.73,78.64,89.16,1,1,1,0,1,0,0,1,Service,7.19
S0889,20,Male,ECE,6.98,2,1,68.98,82.08,67.43,1,1,1,0,1,0,0,1,Startup,12.12
S0890,23,Female,CE,6.7,0,3,82.61,78.2,87.84,1,1,0,0,1,1,0,0,,
S0891,20,Male,IT,5.72,0,3,65.5,53.5,69.4,0,1,1,1,1,0,0,0,,
S0892,22,Male,ECE,8.57,2,2,74.51,74.9,96.0,1,1,1,1,1,0,0,1,Startup,9.47
S0893,23,Male,IT,7.59,0,2,79.62,82.53,91.79,1,1,1,1,1,1,1,1,Startup,15.01
S0894,19,Female,CSE,8.55,0,1,70.87,80.86,68.68,1,1,1,0,1,0,1,1,Service,5.52
S0895,22,Male,CSE,6.76,2,2,71.09,75.67,96.0,1,1,1,1,1,0,0,1,Startup,15.2
S0896,21,Male,IT,7.05,2,2,73.04,71.9,79.26,1,1,0,0,1,0,1,1,Service,6.04
S0897,21,Male,IT,7.36,1,2,97.78,61.98,61.58,1,1,1,0,1,1,0,1,Startup,13.86
S0898,20,Female,IT,6.36,1,1,71.21,59.28,79.61,1,1,1,0,1,1,0,1,Product,22.26
S0899,21,Male,IT,8.59,1,3,85.33,83.88,78.38,1,0,1,0,1,0,1,1,Product,22.71
S0900,20,Male,IT,5.93,1,3,78.23,66.34,83.36,1,1,1,1,0,0,0,1,Service,6.5
S0901,22,Female,CE,6.2,1,2,63.8,77.58,72.68,1,0,1,0,0,1,1,1,Other,3.5
S0902,22,Male,IT,6.77,3,2,75.29,60.29,65.48,1,1,1,1,1,0,0,1,Product,12.0
S0903,23,Male,ECE,6.04,3,1,58.21,57.25,85.23,1,1,1,1,1,0,0,0,,
S0904,20,Male,CSE,6.1,2,2,70.43,61.84,65.67,0,1,1,1,1,0,0,0,,
S0905,19,Male,ECE,5.52,1,2,66.34,66.24,85.38,1,1,1,1,0,0,0,0,,
S0906,20,Male,CSE,7.73,0,3,73.37,92.58,63.75,1,1,1,1,1,0,0,0,,
S0907,22,Female,ME,6.53,0,1,50.97,74.21,79.08,1,0,1,1,0,0,1,1,Product,9.42
S0908,20,Male,ECE,7.34,0,3,97.71,71.36,96.0,1,1,0,1,0,0,0,1,Other,5.46
S0909,20,Male,EEE,6.38,0,1,65.35,70.57,86.71,0,1,1,1,1,1,0,0,,
S0910,20,Male,IT,6.85,0,3,69.34,61.63,88.35,1,1,1,1,1,1,0,0,,
S0911,22,Female,CSE,6.28,1,1,55.44,51.2,95.21,1,0,1,0,1,0,1,0,,
S0912,23,Male,ECE,8.26,0,1,70.55,93.79,96.0,1,1,0,0,1,1,0,1,Product,16.07
S0913,21,Male,ECE,5.32,1,3,67.1,64.38,77.2,1,0,1,1,1,1,0,1,Service,6.05
S0914,22,Male,ECE,7.9,3,1,83.4,73.02,90.32,1,1,1,0,0,0,0,1,Product,15.18
S0915,22,Female,EEE,7.99,1,2,76.14,68.84,80.54,1,1,1,0,1,0,0,0,,
S0916,20,Male,IT,6.38,0,3,87.33,55.54,77.84,1,1,0,0,1,0,0,0,,
S0917,21,Male,ECE,6.84,0,1,63.0,67.17,96.0,0,1,0,0,0,0,0,0,,
S0918,21,Female,IT,4.61,1,8,89.88,50.77,77.96,1,1,1,1,1,1,0,0,,
S0919,19,Male,ECE,6.46,1,2,78.73,56.06,84.02,0,0,1,1,0,0,0,0,,
S0920,21,Female,IT,8.75,0,3,89.02,87.61,82.7,1,1,1,0,1,0,0,0,,
S0921,22,Male,IT,7.35,0,1,77.04,84.63,80.83,1,1,1,1,1,0,0,1,Product,23.43
S0922,22,Male,ECE,7.66,2,2,80.12,80.06,76.45,1,0,1,0,0,1,0,1,Product,19.6
S0923,21,Female,IT,6.07,1,1,50.3,59.62,70.01,1,0,1,1,0,1,0,1,Service,5.22
S0924,21,Male,CSE,9.23,0,3,75.7,71.13,96.0,1,0,1,1,1,0,0,1,Service,5.23
S0925,19,Male,IT,6.91,2,2,73.74,66.42,87.75,1,1,1,1,0,0,0,1,Startup,12.08
S0926,21,Male,IT,7.52,0,1,68.68,86.87,70.19,1,1,1,1,0,0,0,0,,
S0927,20,Male,ECE,7.24,1,0,57.56,78.12,79.08,1,0,1,0,0,0,0,0,,
S0928,22,Male,ECE,6.83,2,2,79.74,73.39,67.29,1,1,1,1,1,0,0,0,,
S0929,21,Male,ECE,8.24,1,3,74.41,78.54,85.73,1,1,1,0,0,1,0,1,Service,5.41
S0930,20,Female,IT,6.37,2,2,72.78,64.87,96.0,1,1,1,0,1,1,1,1,Startup,10.45
S0931,19,Female,CSE,8.05,0,2,80.57,80.75,81.15,1,1,0,0,0,1,0,1,Service,5.42
S0932,20,Female,IT,8.64,1,2,78.71,73.95,60.02,1,1,1,0,0,0,0,0,,
S0933,21,Male,EEE,8.08,2,2,63.76,72.93,79.3,1,1,1,0,0,1,1,0,,
S0934,23,Female,ECE,7.34,2,4,68.96,74.75,83.16,0,1,1,1,1,0,0,1,Service,6.51
S0935,21,Female,CE,5.43,1,1,68.35,59.68,77.17,0,1,1,1,0,0,0,1,Product,13.91
S0936,21,Female,ECE,7.54,0,5,84.87,85.69,79.96,0,1,1,0,1,0,0,1,Startup,13.68
S0937,23,Female,CE,6.64,2,1,54.51,68.68,91.35,0,1,1,0,1,0,1,0,,
S0938,20,Male,IT,6.17,2,3,75.73,65.21,75.89,1,1,1,0,1,0,1,1,Service,3.68
S0939,20,Male,IT,8.15,5,4,93.0,81.94,63.93,1,1,0,0,1,0,0,1,Product,12.09
S0940,21,Female,IT,8.25,0,2,76.28,75.8,85.95,0,1,1,0,1,0,1,1,Startup,14.27
S0941,21,Male,IT,5.91,0,3,61.85,59.1,88.9,1,1,1,1,0,0,0,1,Service,6.8
S0942,22,Male,CSE,6.86,0,2,54.28,66.21,76.66,0,0,1,0,1,0,0,0,,
S0943,19,Male,ME,6.66,0,2,67.74,69.32,86.07,1,1,1,0,1,0,0,0,,
S0944,21,Female,ME,9.85,0,3,84.06,92.95,96.0,0,1,1,1,1,0,0,1,Product,17.31
S0945,20,Non-binary,IT,5.6,0,6,87.63,62.7,73.64,1,0,1,0,1,1,1,0,,
S0946,22,Male,CSE,7.51,3,2,87.13,93.22,96.0,1,1,1,1,1,1,0,1,Startup,11.63
S0947,20,Male,ECE,7.83,2,1,75.72,79.15,91.47,1,1,1,0,1,0,0,1,Startup,9.53
S0948,19,Male,ECE,7.99,1,0,67.0,85.03,87.71,1,1,0,0,1,0,0,0,,
S0949,22,Female,ECE,8.09,0,3,98.5,75.44,95.41,1,1,1,1,1,0,1,1,Product,9.87
S0950,22,Female,IT,7.87,1,3,84.13,74.15,66.8,1,1,1,1,1,0,1,1,Service,4.35
S0951,21,Male,ECE,8.42,0,1,67.46,60.58,83.19,1,1,1,0,1,0,0,1,Service,5.94
S0952,20,Male,CSE,8.15,2,1,91.29,73.09,95.16,1,1,1,0,1,1,0,1,Service,6.91
S0953,21,Female,CE,5.84,2,6,71.59,74.83,58.5,0,0,1,0,1,0,0,1,Service,5.82
S0954,21,Non-binary,IT,7.73,0,10,98.5,92.41,93.42,1,1,1,1,1,0,0,0,,
S0955,20,Male,CSE,5.6,2,2,76.15,56.02,87.43,1,0,1,0,1,0,0,1,Service,5.77
S0956,20,Male,CSE,9.33,1,2,92.38,80.61,96.0,1,1,1,1,1,1,1,1,Product,16.92
S0957,20,Male,CSE,8.96,0,2,80.84,77.44,75.03,1,1,1,0,1,1,0,1,Startup,13.02
S0958,21,Male,IT,6.76,5,2,82.78,80.84,96.0,0,1,0,1,1,0,1,1,Product,22.78
S0959,20,Female,CE,5.6,1,3,73.46,64.52,96.0,1,0,1,1,1,0,0,1,Service,7.24
S0960,23,Female,IT,5.45,0,2,60.15,53.6,79.24,1,1,0,1,0,0,1,1,Service,4.63
S0961,22,Male,CE,6.72,2,3,89.61,73.69,79.68,1,1,1,0,1,0,1,0,,
S0962,21,Male,CSE,8.4,0,2,97.66,80.94,96.0,1,0,1,1,1,0,1,0,,
S0963,21,Male,IT,6.63,0,0,64.17,85.72,70.64,1,1,1,1,1,0,0,0,,
S0964,19,Male,ME,6.46,0,2,42.98,58.68,74.72,1,1,1,1,1,0,0,1,Service,4.5
S0965,19,Male,CE,6.8,0,0,67.76,81.71,35.0,1,1,1,1,0,0,0,1,Service,6.44
S0966,19,Male,CSE,7.67,2,3,87.61,74.21,85.3,0,1,1,1,0,0,0,1,Startup,12.94
S0967,20,Female,ECE,5.98,0,1,53.76,79.13,81.48,1,1,1,0,1,0,0,1,Product,9.09
S0968,23,Female,CSE,7.57,0,2,85.7,64.96,81.29,1,1,1,1,0,1,0,1,Product,13.09
S0969,21,Male,IT,7.33,1,1,76.09,51.63,95.96,0,1,0,0,1,0,0,1,Product,12.39
S0970,20,Male,ECE,8.35,0,2,79.79,77.19,65.13,1,1,0,0,1,0,0,1,Startup,11.9
S0971,20,Female,ECE,5.57,0,2,70.67,55.61,81.38,1,0,1,0,1,0,0,0,,
S0972,20,Female,IT,7.56,0,1,71.15,70.44,79.76,1,0,1,0,1,0,0,0,,
S0973,22,Male,CSE,9.01,0,0,70.34,83.28,88.09,1,1,0,1,1,1,1,1,Startup,15.02
S0974,20,Male,CSE,7.48,0,3,95.0,64.7,77.98,1,1,1,0,0,1,0,1,Other,5.85
S0975,21,Non-binary,CSE,7.04,0,3,86.12,60.6,71.54,1,1,1,1,1,0,0,0,,
S0976,23,Female,EEE,4.66,0,2,74.14,30.0,78.69,1,1,0,0,0,0,0,0,,
S0977,22,Male,CSE,6.23,0,0,55.11,76.46,96.0,1,0,1,0,0,0,1,1,Service,6.61
S0978,21,Male,ECE,6.81,0,4,83.58,84.33,75.24,1,0,1,0,1,0,0,1,Service,4.23
S0979,22,Male,CSE,5.95,1,5,83.8,57.66,72.54,1,1,1,1,0,0,0,0,,
S0980,20,Female,EEE,6.04,0,2,41.02,72.05,74.81,0,1,1,1,1,0,0,1,Startup,12.66
S0981,22,Female,IT,6.21,1,4,71.88,46.28,96.0,1,0,1,1,0,0,0,1,Service,6.16
S0982,22,Male,CSE,5.78,1,2,67.95,50.73,92.49,1,1,1,0,1,0,0,1,Startup,11.44
S0983,20,Female,IT,7.31,1,3,71.81,81.06,93.97,1,1,1,1,1,0,1,0,,
S0984,20,Female,ECE,6.68,2,3,91.29,89.35,79.93,1,1,1,1,1,0,0,1,Startup,15.61
S0985,20,Female,ECE,8.5,2,1,64.55,71.39,72.81,0,1,1,0,0,0,0,1,Startup,12.99
S0986,20,Female,CSE,7.1,1,1,57.86,80.11,59.18,0,0,1,0,1,0,0,0,,
S0987,21,Female,CSE,6.24,2,0,61.05,55.55,71.44,0,0,0,0,1,1,1,1,Service,4.88
S0988,23,Male,IT,8.65,0,3,75.8,79.15,80.87,1,1,0,1,1,0,0,1,Startup,9.93
S0989,20,Male,IT,8.75,0,3,78.96,82.38,96.0,1,1,1,1,1,0,0,0,,
S0990,22,Male,IT,6.74,0,3,85.17,53.11,88.25,1,1,0,1,1,1,0,0,,
S0991,19,Female,IT,7.41,1,3,85.96,72.8,96.0,0,1,1,1,1,0,0,1,Startup,11.15
S0992,20,Female,CSE,6.31,2,0,67.14,64.54,62.05,1,0,0,0,1,0,0,0,,
S0993,22,Female,CSE,7.34,0,3,91.08,73.11,94.65,1,1,1,1,1,0,0,1,Startup,11.86
S0994,22,Female,IT,8.07,0,6,98.5,75.55,96.0,1,0,1,1,1,0,0,0,,
S0995,22,Male,CSE,8.57,0,3,79.63,78.46,75.82,0,0,1,0,1,0,0,0,,
S0996,21,Male,IT,6.3,0,2,58.18,80.63,77.27,1,1,0,1,1,0,1,1,Service,5.76
S0997,23,Male,IT,6.87,0,2,84.83,72.1,93.24,1,1,1,1,1,1,0,1,Service,6.48
S0998,21,Female,ECE,6.21,0,3,66.78,81.52,89.55,1,0,1,0,1,0,0,1,Product,24.13
S0999,21,Male,ECE,9.85,0,3,75.95,65.71,90.23,1,0,1,0,1,1,1,0,,
S1000,20,Male,IT,4.63,1,2,72.3,52.47,68.38,1,1,1,0,1,1,0,0,,
S1001,22,Male,ECE,8.56,1,1,49.85,87.16,96.0,1,1,1,0,1,1,0,0,,
S1002,21,Female,IT,6.21,0,0,77.37,63.07,96.0,1,1,0,1,0,0,0,1,Service,6.45
S1003,22,Female,CSE,7.47,1,5,80.25,68.48,80.22,1,1,1,1,1,0,0,1,Startup,16.06
S1004,22,Prefer not to say,IT,6.16,1,2,53.84,56.87,53.15,0,1,1,0,1,0,0,0,,
S1005,19,Male,ECE,7.27,0,1,84.5,61.98,77.99,1,1,1,1,0,1,0,0,,
S1006,20,Female,IT,9.85,1,2,82.41,97.0,75.59,1,1,1,1,1,0,0,1,Product,11.2
S1007,20,Male,CE,7.98,1,3,77.75,74.56,96.0,1,0,1,1,1,0,0,0,,
S1008,19,Male,CSE,8.54,1,2,82.54,76.18,46.87,0,0,0,0,0,0,0,1,Service,5.97
S1009,21,Female,IT,8.14,0,1,75.64,79.83,79.85,0,1,1,1,1,0,0,0,,
S1010,22,Male,IT,7.82,0,2,77.54,76.36,64.91,1,1,1,0,1,1,1,0,,
S1011,23,Female,IT,8.69,0,3,82.31,81.57,59.86,1,1,1,1,1,0,0,0,,
S1012,23,Female,IT,6.52,0,2,56.34,75.37,77.38,1,1,1,1,1,0,0,1,Service,6.94
S1013,25,Female,CE,7.49,0,4,90.32,62.0,96.0,1,1,0,0,0,0,0,0,,
S1014,21,Male,CSE,8.95,2,2,58.35,75.13,61.07,1,1,1,1,1,0,0,0,,
S1015,22,Female,CSE,6.41,4,2,79.43,67.13,88.6,1,1,1,1,1,1,0,1,Product,14.31
S1016,21,Male,CSE,5.94,2,2,79.9,55.12,81.15,1,0,0,0,1,1,0,0,,
S1017,20,Male,CSE,6.56,2,2,74.97,58.6,96.0,0,0,1,1,1,0,1,1,Service,6.29
S1018,22,Female,ECE,8.3,2,2,81.46,86.33,96.0,1,0,1,1,1,1,0,0,,
S1019,23,Male,IT,6.25,1,2,67.57,62.88,52.98,1,0,1,0,1,0,0,0,,
S1020,22,Male,CSE,6.83,0,1,56.91,74.41,96.0,1,0,1,0,0,0,0,1,Service,4.51
S1021,20,Non-binary,CSE,7.42,2,2,47.05,86.79,86.08,1,1,1,0,1,1,0,0,,
S1022,21,Male,IT,8.5,1,0,72.43,77.89,89.6,1,0,1,1,1,0,0,0,,
S1023,21,Male,IT,7.1,2,2,66.85,61.64,80.93,0,1,1,0,0,0,0,0,,
S1024,20,Male,CSE,7.12,4,3,78.51,66.55,96.0,1,1,1,0,1,1,0,0,,
S1025,21,Female,EEE,8.32,0,1,82.79,96.59,96.0,1,1,1,1,1,0,0,1,Product,12.58
