student_id,technical_skill_count,skill_gap_count,missing_skills_list,missing_skills_count,python_gap,sql_gap,excel_gap,power_bi_gap,dsa_gap,cloud_gap,cybersecurity_gap
S0876,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0877,4,3,Power BI / Visuals; Data Structures & Algo; Cloud Computing,3,0,0,0,1,1,1,0
S0878,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0879,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0880,4,3,Advanced Excel; Power BI / Visuals; Cloud Computing,3,0,0,1,1,0,1,0
S0881,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0882,1,6,Python Programming; SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,6,1,1,0,1,1,1,1
S0883,4,3,SQL Database; Power BI / Visuals; Cybersecurity,3,0,1,0,1,0,0,1
S0884,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0885,5,2,Advanced Excel; Cloud Computing,2,0,0,1,0,0,1,0
S0886,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0887,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0888,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0889,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0890,4,3,Advanced Excel; Power BI / Visuals; Cybersecurity,3,0,0,1,1,0,0,1
S0891,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0892,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0893,7,0,None,0,0,0,0,0,0,0,0
S0894,5,2,Power BI / Visuals; Cloud Computing,2,0,0,0,1,0,1,0
S0895,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0896,4,3,Advanced Excel; Power BI / Visuals; Cloud Computing,3,0,0,1,1,0,1,0
S0897,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0898,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0899,4,3,SQL Database; Power BI / Visuals; Cloud Computing,3,0,1,0,1,0,1,0
S0900,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0901,4,3,SQL Database; Power BI / Visuals; Data Structures & Algo,3,0,1,0,1,1,0,0
S0902,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0903,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0904,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0905,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0906,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0907,4,3,SQL Database; Data Structures & Algo; Cloud Computing,3,0,1,0,0,1,1,0
S0908,3,4,Advanced Excel; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,1,0,1,1,1
S0909,5,2,Python Programming; Cybersecurity,2,1,0,0,0,0,0,1
S0910,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0911,4,3,SQL Database; Power BI / Visuals; Cloud Computing,3,0,1,0,1,0,1,0
S0912,4,3,Advanced Excel; Power BI / Visuals; Cybersecurity,3,0,0,1,1,0,0,1
S0913,5,2,SQL Database; Cybersecurity,2,0,1,0,0,0,0,1
S0914,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0915,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0916,3,4,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,0,1,1,0,1,1
S0917,1,6,Python Programming; Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,6,1,0,1,1,1,1,1
S0918,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0919,2,5,Python Programming; SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,1,0,0,1,1,1
S0920,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0921,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0922,3,4,SQL Database; Power BI / Visuals; Data Structures & Algo; Cybersecurity,4,0,1,0,1,1,0,1
S0923,4,3,SQL Database; Data Structures & Algo; Cybersecurity,3,0,1,0,0,1,0,1
S0924,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S0925,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0926,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0927,2,5,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,1,0,1,1,1,1
S0928,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0929,4,3,Power BI / Visuals; Data Structures & Algo; Cybersecurity,3,0,0,0,1,1,0,1
S0930,6,1,Power BI / Visuals,1,0,0,0,1,0,0,0
S0931,3,4,Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cybersecurity,4,0,0,1,1,1,0,1
S0932,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0933,5,2,Power BI / Visuals; Data Structures & Algo,2,0,0,0,1,1,0,0
S0934,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0935,3,4,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,4,1,0,0,0,1,1,1
S0936,3,4,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,4,1,0,0,1,0,1,1
S0937,4,3,Python Programming; Power BI / Visuals; Cloud Computing,3,1,0,0,1,0,1,0
S0938,5,2,Power BI / Visuals; Cloud Computing,2,0,0,0,1,0,1,0
S0939,3,4,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,0,1,1,0,1,1
S0940,4,3,Python Programming; Power BI / Visuals; Cloud Computing,3,1,0,0,1,0,1,0
S0941,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0942,2,5,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,1,0,1,0,1,1
S0943,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0944,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0945,5,2,SQL Database; Power BI / Visuals,2,0,1,0,1,0,0,0
S0946,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0947,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0948,3,4,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,0,1,1,0,1,1
S0949,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S0950,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S0951,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0952,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0953,2,5,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,1,0,1,0,1,1
S0954,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0955,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0956,7,0,None,0,0,0,0,0,0,0,0
S0957,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0958,4,3,Python Programming; Advanced Excel; Cloud Computing,3,1,0,1,0,0,1,0
S0959,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S0960,4,3,Advanced Excel; Data Structures & Algo; Cloud Computing,3,0,0,1,0,1,1,0
S0961,5,2,Power BI / Visuals; Cloud Computing,2,0,0,0,1,0,1,0
S0962,5,2,SQL Database; Cloud Computing,2,0,1,0,0,0,1,0
S0963,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0964,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0965,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0966,3,4,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,4,1,0,0,0,1,1,1
S0967,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0968,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0969,2,5,Python Programming; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,0,1,1,0,1,1
S0970,3,4,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,0,1,1,0,1,1
S0971,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0972,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0973,6,1,Advanced Excel,1,0,0,1,0,0,0,0
S0974,4,3,Power BI / Visuals; Data Structures & Algo; Cybersecurity,3,0,0,0,1,1,0,1
S0975,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0976,2,5,Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,0,1,1,1,1,1
S0977,3,4,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing,4,0,1,0,1,1,1,0
S0978,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0979,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0980,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0981,3,4,SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,1,0,0,1,1,1
S0982,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0983,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S0984,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0985,2,5,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,0,0,1,1,1,1
S0986,2,5,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,1,0,1,0,1,1
S0987,3,4,Python Programming; SQL Database; Advanced Excel; Power BI / Visuals,4,1,1,1,1,0,0,0
S0988,4,3,Advanced Excel; Cloud Computing; Cybersecurity,3,0,0,1,0,0,1,1
S0989,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0990,5,2,Advanced Excel; Cybersecurity,2,0,0,1,0,0,0,1
S0991,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0992,2,5,SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,5,0,1,1,1,0,1,1
S0993,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0994,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S0995,2,5,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,1,0,1,0,1,1
S0996,5,2,Advanced Excel; Cloud Computing,2,0,0,1,0,0,1,0
S0997,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0998,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0999,5,2,SQL Database; Power BI / Visuals,2,0,1,0,1,0,0,0
S1000,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S1001,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S1002,3,4,Advanced Excel; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,1,0,1,1,1
S1003,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1004,3,4,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,4,1,0,0,1,0,1,1
S1005,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S1006,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1007,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S1008,0,7,Python Programming; SQL Database; Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,7,1,1,1,1,1,1,1
S1009,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S1010,6,1,Power BI / Visuals,1,0,0,0,1,0,0,0
S1011,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1012,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1013,2,5,Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,0,1,1,1,1,1
S1014,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1015,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S1016,3,4,SQL Database; Advanced Excel; Power BI / Visuals; Cybersecurity,4,0,1,1,1,0,0,1
S1017,4,3,Python Programming; SQL Database; Cloud Computing,3,1,1,0,0,0,1,0
S1018,5,2,SQL Database; Cybersecurity,2,0,1,0,0,0,0,1
S1019,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S1020,2,5,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,1,0,1,1,1,1
S1021,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S1022,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S1023,2,5,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,0,0,1,1,1,1
S1024,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S1025,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1026,2,5,Python Programming; SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing,5,1,1,1,1,0,1,0
S1027,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S1028,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1029,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S1030,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1031,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S1032,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1033,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S1034,3,4,Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cybersecurity,4,0,0,1,1,1,0,1
S1035,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1036,6,1,Power BI / Visuals,1,0,0,0,1,0,0,0
S1037,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S1038,3,4,Python Programming; SQL Database; Cloud Computing; Cybersecurity,4,1,1,0,0,0,1,1
S1039,1,6,Python Programming; SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,6,1,1,1,1,0,1,1
S1040,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1041,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S1042,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S1043,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1044,1,6,Python Programming; SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,6,1,1,0,1,1,1,1
S1045,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S1046,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S1047,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S1048,3,4,SQL Database; Power BI / Visuals; Data Structures & Algo; Cybersecurity,4,0,1,0,1,1,0,1
S1049,3,4,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,4,1,0,0,1,0,1,1
S1050,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S1051,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S1052,4,3,Power BI / Visuals; Data Structures & Algo; Cloud Computing,3,0,0,0,1,1,1,0
S1053,2,5,Python Programming; Advanced Excel; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,0,1,0,1,1,1
S1054,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S1055,7,0,None,0,0,0,0,0,0,0,0
S1056,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S1057,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S1058,2,5,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,1,0,1,1,1,1
S1059,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1060,5,2,SQL Database; Cybersecurity,2,0,1,0,0,0,0,1
S1061,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1062,3,4,Python Programming; Advanced Excel; Data Structures & Algo; Cybersecurity,4,1,0,1,0,1,0,1
S1063,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S1064,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S1065,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S1066,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S1067,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S1068,3,4,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,0,1,1,0,1,1
S1069,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S1070,5,2,Power BI / Visuals; Cloud Computing,2,0,0,0,1,0,1,0
S1071,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S1072,4,3,Python Programming; SQL Database; Cloud Computing,3,1,1,0,0,0,1,0
S1073,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S1074,4,3,Python Programming; Power BI / Visuals; Cloud Computing,3,1,0,0,1,0,1,0
S1075,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S1076,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S1077,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S1078,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S1079,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S1080,3,4,Advanced Excel; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,1,0,1,1,1
S1081,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S1082,1,6,Python Programming; SQL Database; Advanced Excel; Data Structures & Algo; Cloud Computing; Cybersecurity,6,1,1,1,0,1,1,1
S1083,4,3,Advanced Excel; Power BI / Visuals; Cybersecurity,3,0,0,1,1,0,0,1
S1084,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S1085,4,3,SQL Database; Power BI / Visuals; Cybersecurity,3,0,1,0,1,0,0,1
S1086,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S1087,1,6,Python Programming; SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,6,1,1,0,1,1,1,1
S1088,4,3,Advanced Excel; Cloud Computing; Cybersecurity,3,0,0,1,0,0,1,1
S1089,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1090,2,5,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,0,0,1,1,1,1
S1091,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S1092,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S1093,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S1094,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S1095,3,4,Python Programming; Advanced Excel; Cloud Computing; Cybersecurity,4,1,0,1,0,0,1,1
S1096,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S1097,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S1098,2,5,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,0,0,1,1,1,1
S1099,3,4,SQL Database; Power BI / Visuals; Data Structures & Algo; Cybersecurity,4,0,1,0,1,1,0,1
S1100,2,5,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,1,0,1,1,1,1
S1101,2,5,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,1,0,1,1,1,1
S1102,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1103,2,5,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,1,0,1,0,1,1
S1104,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1105,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S1106,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S1107,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S1108,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S1109,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S1110,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S1111,5,2,Python Programming; Cybersecurity,2,1,0,0,0,0,0,1
S1112,6,1,Data Structures & Algo,1,0,0,0,0,1,0,0
S1113,1,6,Python Programming; SQL Database; Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing,6,1,1,1,1,1,1,0
S1114,2,5,SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,5,0,1,1,1,0,1,1
S1115,4,3,Python Programming; Power BI / Visuals; Cybersecurity,3,1,0,0,1,0,0,1
S1116,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S1117,7,0,None,0,0,0,0,0,0,0,0
S1118,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1119,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S1120,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S1121,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S1122,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S1123,3,4,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,4,1,0,0,1,0,1,1
S1124,3,4,Advanced Excel; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,1,0,1,1,1
S1125,5,2,Power BI / Visuals; Cloud Computing,2,0,0,0,1,0,1,0
S1126,2,5,Python Programming; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,0,1,1,0,1,1
S1127,5,2,Python Programming; Cloud Computing,2,1,0,0,0,0,1,0
S1128,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S1129,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S1130,5,2,Power BI / Visuals; Cloud Computing,2,0,0,0,1,0,1,0
S1131,5,2,SQL Database; Power BI / Visuals,2,0,1,0,1,0,0,0
S1132,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1133,3,4,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,4,1,0,0,0,1,1,1
S1134,3,4,Python Programming; Advanced Excel; Cloud Computing; Cybersecurity,4,1,0,1,0,0,1,1
S1135,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S1136,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S1137,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S1138,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S1139,3,4,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,4,1,0,0,0,1,1,1
S1140,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S1141,3,4,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,0,1,1,0,1,1
S1142,3,4,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,0,1,1,0,1,1
S1143,4,3,Advanced Excel; Cloud Computing; Cybersecurity,3,0,0,1,0,0,1,1
S1144,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1145,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1146,3,4,SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing,4,0,1,1,1,0,1,0
S1147,2,5,Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,0,1,1,1,1,1
S1148,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1149,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S1150,5,2,Advanced Excel; Power BI / Visuals,2,0,0,1,1,0,0,0
S1151,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S1152,3,4,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,0,1,1,0,1,1
S1153,3,4,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,0,1,1,0,1,1
S1154,4,3,SQL Database; Power BI / Visuals; Cybersecurity,3,0,1,0,1,0,0,1
S1155,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S1156,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S1157,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S1158,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S1159,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1160,3,4,SQL Database; Power BI / Visuals; Data Structures & Algo; Cybersecurity,4,0,1,0,1,1,0,1
S1161,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S1162,2,5,SQL Database; Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cybersecurity,5,0,1,1,1,1,0,1
S1163,3,4,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,4,1,0,0,0,1,1,1
S1164,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S1165,6,1,Cybersecurity,1,0,0,0,0,0,0,1
