student_id,branch,cgpa,coding_score,aptitude_score,communication_score,projects,internships,cgpa_band,coding_score_band,aptitude_score_band,communication_score_band,technical_skill_count,skill_gap_count,missing_skills
S1126,ME,8.18,87.62,77.2,81.37,1,0,4. 8.0 – 8.99,4. 80 – 89,3. 65 – 79,4. 80 – 89,2,5,Python; Excel; Power BI; Cloud; Cybersecurity
S1127,ME,6.64,67.11,82.99,71.37,1,0,2. 6.0 – 6.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,5,2,Python; Cloud
S1128,ECE,6.38,77.73,74.01,66.41,5,2,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,4,3,Python; Cloud; Cybersecurity
S1129,IT,7.02,98.5,81.97,96.0,1,0,3. 7.0 – 7.99,5. 90 – 100,4. 80 – 89,5. 90 – 100,5,2,DSA; Cybersecurity
S1130,CSE,8.89,88.17,92.42,56.95,2,1,4. 8.0 – 8.99,4. 80 – 89,5. 90 – 100,2. 50 – 64,5,2,Power BI; Cloud
S1131,IT,6.67,81.5,59.24,75.43,2,1,2. 6.0 – 6.99,4. 80 – 89,2. 50 – 64,3. 65 – 79,5,2,SQL; Power BI
S1132,CSE,6.42,65.39,80.85,72.6,2,1,2. 6.0 – 6.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,5,2,Cloud; Cybersecurity
S1133,IT,8.23,77.81,86.96,82.52,2,0,4. 8.0 – 8.99,3. 65 – 79,4. 80 – 89,4. 80 – 89,3,4,Python; DSA; Cloud; Cybersecurity
S1134,IT,8.71,98.5,71.76,95.86,4,0,4. 8.0 – 8.99,5. 90 – 100,3. 65 – 79,5. 90 – 100,3,4,Python; Excel; Cloud; Cybersecurity
S1135,CE,9.85,68.94,95.78,89.75,1,0,5. 9.0 – 10.0,3. 65 – 79,5. 90 – 100,4. 80 – 89,5,2,Power BI; Cybersecurity
S1136,CE,6.56,72.46,77.97,83.11,1,2,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,4,3,DSA; Cloud; Cybersecurity
S1137,CSE,6.54,65.45,69.46,69.19,2,2,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S1138,CSE,7.52,74.13,79.46,79.56,2,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,4,3,SQL; Cloud; Cybersecurity
S1139,CE,7.56,57.31,73.85,72.0,2,2,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,3,4,Python; DSA; Cloud; Cybersecurity
S1140,CSE,7.49,85.46,71.26,89.61,2,0,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,4. 80 – 89,3,4,Power BI; DSA; Cloud; Cybersecurity
S1141,CSE,9.31,80.02,83.32,76.42,2,0,5. 9.0 – 10.0,4. 80 – 89,4. 80 – 89,3. 65 – 79,3,4,Excel; Power BI; Cloud; Cybersecurity
S1142,IT,7.88,88.88,92.06,69.57,2,1,3. 7.0 – 7.99,4. 80 – 89,5. 90 – 100,3. 65 – 79,3,4,Excel; Power BI; Cloud; Cybersecurity
S1143,EEE,7.79,50.0,85.96,55.28,1,0,3. 7.0 – 7.99,2. 50 – 64,4. 80 – 89,2. 50 – 64,4,3,Excel; Cloud; Cybersecurity
S1144,CSE,7.01,71.66,61.39,87.25,1,4,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,4. 80 – 89,5,2,Cloud; Cybersecurity
S1145,ME,8.13,75.16,58.82,57.9,1,1,4. 8.0 – 8.99,3. 65 – 79,2. 50 – 64,2. 50 – 64,5,2,Cloud; Cybersecurity
S1146,IT,6.24,82.03,67.88,91.01,4,0,2. 6.0 – 6.99,4. 80 – 89,3. 65 – 79,5. 90 – 100,3,4,SQL; Excel; Power BI; Cloud
S1147,ECE,7.37,87.77,62.61,75.57,2,2,3. 7.0 – 7.99,4. 80 – 89,2. 50 – 64,3. 65 – 79,2,5,Excel; Power BI; DSA; Cloud; Cybersecurity
S1148,ME,8.64,61.84,85.63,91.38,1,2,4. 8.0 – 8.99,2. 50 – 64,4. 80 – 89,5. 90 – 100,5,2,Cloud; Cybersecurity
S1149,ME,7.79,79.53,70.88,82.78,0,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,4,3,SQL; Cloud; Cybersecurity
S1150,IT,7.91,98.5,64.32,96.0,6,0,3. 7.0 – 7.99,5. 90 – 100,2. 50 – 64,5. 90 – 100,5,2,Excel; Power BI
S1151,IT,9.29,69.98,81.39,84.4,2,0,5. 9.0 – 10.0,3. 65 – 79,4. 80 – 89,4. 80 – 89,4,3,Power BI; Cloud; Cybersecurity
S1152,IT,6.45,57.41,77.23,84.47,0,5,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,3,4,Excel; Power BI; Cloud; Cybersecurity
S1153,EEE,6.12,60.43,48.3,80.06,2,0,2. 6.0 – 6.99,2. 50 – 64,1. < 50,4. 80 – 89,3,4,Excel; Power BI; Cloud; Cybersecurity
S1154,IT,6.3,65.45,50.22,83.35,2,3,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,4. 80 – 89,4,3,SQL; Power BI; Cybersecurity
S1155,CSE,8.1,76.04,67.3,81.51,1,1,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,5,2,DSA; Cybersecurity
S1156,EEE,8.21,65.57,79.17,94.19,2,0,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,3,4,Power BI; DSA; Cloud; Cybersecurity
S1157,ECE,7.16,64.42,72.04,80.3,4,1,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,6,1,Cybersecurity
S1158,CSE,5.85,66.8,49.72,80.73,3,1,1. < 6.0,3. 65 – 79,1. < 50,4. 80 – 89,4,3,Power BI; Cloud; Cybersecurity
S1159,ECE,4.28,60.14,37.93,90.07,2,0,1. < 6.0,2. 50 – 64,1. < 50,5. 90 – 100,5,2,Cloud; Cybersecurity
S1160,CSE,8.99,90.0,84.54,78.68,4,1,4. 8.0 – 8.99,5. 90 – 100,4. 80 – 89,3. 65 – 79,3,4,SQL; Power BI; DSA; Cybersecurity
S1161,CSE,8.06,73.59,67.07,77.49,2,0,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,Cloud; Cybersecurity
S1162,EEE,5.32,58.14,58.29,73.24,1,0,1. < 6.0,2. 50 – 64,2. 50 – 64,3. 65 – 79,2,5,SQL; Excel; Power BI; DSA; Cybersecurity
S1163,ECE,7.09,73.16,58.53,76.17,1,0,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,3,4,Python; DSA; Cloud; Cybersecurity
S1164,CSE,6.11,81.73,59.24,96.0,3,2,2. 6.0 – 6.99,4. 80 – 89,2. 50 – 64,5. 90 – 100,6,1,Cloud
S1165,CSE,5.6,70.42,80.8,72.22,1,1,1. < 6.0,3. 65 – 79,4. 80 – 89,3. 65 – 79,6,1,Cybersecurity
S1166,EEE,7.86,68.64,79.91,90.3,0,1,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,5,2,Excel; Cloud
S1167,ECE,7.11,60.69,59.07,93.84,3,2,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,5. 90 – 100,5,2,Python; Cloud
S1168,IT,6.66,78.01,62.16,69.51,2,1,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,4,3,DSA; Cloud; Cybersecurity
S1169,CSE,8.2,95.23,86.87,95.85,2,1,4. 8.0 – 8.99,5. 90 – 100,4. 80 – 89,5. 90 – 100,5,2,SQL; Cybersecurity
S1170,ME,7.53,78.22,63.93,75.53,4,1,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,3,4,Power BI; DSA; Cloud; Cybersecurity
S1171,EEE,6.24,65.6,77.11,61.77,2,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,2. 50 – 64,6,1,Cybersecurity
S1172,IT,8.25,70.11,79.73,96.0,1,3,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,3,4,Excel; Power BI; Cloud; Cybersecurity
S1173,IT,9.55,89.62,79.65,62.71,2,0,5. 9.0 – 10.0,4. 80 – 89,3. 65 – 79,2. 50 – 64,5,2,Power BI; Cybersecurity
S1174,CSE,7.07,68.91,64.49,64.74,2,1,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,2. 50 – 64,6,1,Cloud
S1175,IT,8.45,87.53,81.02,69.43,4,0,4. 8.0 – 8.99,4. 80 – 89,4. 80 – 89,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S1176,IT,8.36,77.86,83.52,83.19,2,1,4. 8.0 – 8.99,3. 65 – 79,4. 80 – 89,4. 80 – 89,4,3,Excel; Power BI; Cybersecurity
S1177,ECE,7.9,58.49,57.6,82.64,2,5,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,4. 80 – 89,5,2,DSA; Cybersecurity
S1178,EEE,7.38,81.3,85.71,75.32,3,0,3. 7.0 – 7.99,4. 80 – 89,4. 80 – 89,3. 65 – 79,5,2,Power BI; Cloud
S1179,ECE,7.19,61.57,73.83,74.98,1,3,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,5,2,Cloud; Cybersecurity
S1180,CSE,7.97,58.07,57.3,96.0,0,1,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,5. 90 – 100,4,3,Python; SQL; Cloud
S1181,CSE,5.73,78.58,79.88,62.78,1,1,1. < 6.0,3. 65 – 79,3. 65 – 79,2. 50 – 64,5,2,DSA; Cybersecurity
S1182,IT,8.84,87.49,78.11,95.26,2,1,4. 8.0 – 8.99,4. 80 – 89,3. 65 – 79,5. 90 – 100,6,1,Power BI
S1183,EEE,7.49,95.55,68.24,88.13,9,0,3. 7.0 – 7.99,5. 90 – 100,3. 65 – 79,4. 80 – 89,3,4,Power BI; DSA; Cloud; Cybersecurity
S1184,CSE,7.41,74.09,91.0,89.22,2,2,3. 7.0 – 7.99,3. 65 – 79,5. 90 – 100,4. 80 – 89,5,2,Excel; Cloud
S1185,ECE,7.42,64.54,81.35,83.65,3,1,3. 7.0 – 7.99,2. 50 – 64,4. 80 – 89,4. 80 – 89,2,5,Excel; Power BI; DSA; Cloud; Cybersecurity
S1186,IT,7.25,60.56,67.42,74.72,1,1,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,2,5,Python; SQL; Power BI; Cloud; Cybersecurity
S1187,CSE,5.81,86.25,54.3,85.77,3,1,1. < 6.0,4. 80 – 89,2. 50 – 64,4. 80 – 89,3,4,SQL; Excel; Power BI; Cybersecurity
S1188,CSE,7.62,73.54,79.76,69.28,1,1,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,6,1,Cloud
S1189,CSE,6.59,62.89,48.15,73.08,2,0,2. 6.0 – 6.99,2. 50 – 64,1. < 50,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S1190,CSE,7.6,75.75,71.88,96.0,2,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,6,1,Cybersecurity
S1191,ECE,6.99,64.29,66.4,82.56,4,1,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,4,3,DSA; Cloud; Cybersecurity
S1192,CSE,8.31,86.8,75.85,89.98,2,0,4. 8.0 – 8.99,4. 80 – 89,3. 65 – 79,4. 80 – 89,5,2,Power BI; Cybersecurity
S1193,CSE,5.66,67.26,69.26,73.17,3,2,1. < 6.0,3. 65 – 79,3. 65 – 79,3. 65 – 79,6,1,DSA
S1194,ECE,7.68,54.19,81.65,80.02,0,0,3. 7.0 – 7.99,2. 50 – 64,4. 80 – 89,4. 80 – 89,2,5,SQL; Power BI; DSA; Cloud; Cybersecurity
S1195,ECE,8.68,67.23,66.37,93.06,0,0,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,1,6,Python; SQL; Excel; Power BI; Cloud; Cybersecurity
S1196,ECE,9.85,81.39,93.73,94.48,1,3,5. 9.0 – 10.0,4. 80 – 89,5. 90 – 100,5. 90 – 100,4,3,Power BI; DSA; Cybersecurity
S1197,EEE,6.29,70.3,60.71,63.49,2,0,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,2. 50 – 64,5,2,Cloud; Cybersecurity
S1198,CSE,7.73,60.35,65.05,83.78,3,0,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,4,3,Power BI; DSA; Cybersecurity
S1199,CSE,7.09,79.54,66.53,88.68,2,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,3,4,SQL; Power BI; Cloud; Cybersecurity
S1200,IT,8.45,76.8,59.58,81.47,1,1,4. 8.0 – 8.99,3. 65 – 79,2. 50 – 64,4. 80 – 89,1,6,Python; SQL; Excel; Power BI; Cloud; Cybersecurity
S1201,EEE,8.03,95.18,73.79,96.0,5,0,4. 8.0 – 8.99,5. 90 – 100,3. 65 – 79,5. 90 – 100,4,3,Power BI; Cloud; Cybersecurity
S1202,ECE,6.58,71.67,70.02,89.17,2,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,5,2,Cloud; Cybersecurity
S1203,EEE,7.16,66.75,79.8,84.15,2,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,5,2,SQL; Cybersecurity
S1204,CSE,7.38,70.38,80.9,84.43,2,2,3. 7.0 – 7.99,3. 65 – 79,4. 80 – 89,4. 80 – 89,6,1,Cloud
S1205,CSE,5.02,59.48,69.78,96.0,4,1,1. < 6.0,2. 50 – 64,3. 65 – 79,5. 90 – 100,6,1,Cloud
S1206,IT,7.03,74.38,68.6,77.98,2,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,Cloud; Cybersecurity
S1207,CSE,7.83,85.93,70.66,74.74,2,0,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,3. 65 – 79,5,2,Cloud; Cybersecurity
S1208,CSE,4.15,64.59,50.76,96.0,3,0,1. < 6.0,2. 50 – 64,2. 50 – 64,5. 90 – 100,3,4,Power BI; DSA; Cloud; Cybersecurity
S1209,ECE,8.04,77.31,80.92,75.64,2,0,4. 8.0 – 8.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S1210,EEE,6.79,62.27,88.98,93.16,3,2,2. 6.0 – 6.99,2. 50 – 64,4. 80 – 89,5. 90 – 100,4,3,SQL; DSA; Cybersecurity
S1211,CE,7.08,57.33,71.28,77.81,4,0,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,3,4,Python; SQL; Power BI; Cloud
S1212,IT,6.22,66.47,76.05,96.0,3,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,5,2,Power BI; Cybersecurity
S1213,ECE,5.98,65.38,67.51,63.99,3,0,1. < 6.0,3. 65 – 79,3. 65 – 79,2. 50 – 64,5,2,Python; Cybersecurity
S1214,IT,9.16,90.58,60.95,55.59,1,0,5. 9.0 – 10.0,5. 90 – 100,2. 50 – 64,2. 50 – 64,5,2,Cloud; Cybersecurity
S1215,IT,8.23,91.0,90.3,90.28,4,1,4. 8.0 – 8.99,5. 90 – 100,5. 90 – 100,5. 90 – 100,4,3,Power BI; Cloud; Cybersecurity
S1216,CSE,6.1,54.22,77.96,70.45,1,1,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,3,4,Python; DSA; Cloud; Cybersecurity
S1217,IT,6.27,63.12,97.0,93.15,2,2,2. 6.0 – 6.99,2. 50 – 64,5. 90 – 100,5. 90 – 100,6,1,Cloud
S1218,CSE,7.35,76.42,70.18,82.68,3,4,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,5,2,Power BI; Cybersecurity
S1219,ME,6.27,65.69,81.38,52.02,1,1,2. 6.0 – 6.99,3. 65 – 79,4. 80 – 89,2. 50 – 64,4,3,Power BI; DSA; Cybersecurity
S1220,CE,5.54,57.69,62.04,96.0,1,1,1. < 6.0,2. 50 – 64,2. 50 – 64,5. 90 – 100,2,5,SQL; Power BI; DSA; Cloud; Cybersecurity
S1221,CSE,7.67,58.5,57.43,71.31,1,1,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,3. 65 – 79,4,3,Python; SQL; Excel
S1222,ECE,6.24,65.8,69.74,72.99,2,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,4,3,Excel; DSA; Cybersecurity
S1223,EEE,9.85,78.11,61.11,85.2,2,0,5. 9.0 – 10.0,3. 65 – 79,2. 50 – 64,4. 80 – 89,1,6,Python; SQL; Power BI; DSA; Cloud; Cybersecurity
S1224,ECE,7.8,66.49,78.59,83.01,0,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,6,1,Cybersecurity
S1225,CSE,7.53,73.33,94.31,72.22,3,2,3. 7.0 – 7.99,3. 65 – 79,5. 90 – 100,3. 65 – 79,4,3,SQL; Cloud; Cybersecurity
S1226,IT,8.84,88.89,97.0,59.78,2,1,4. 8.0 – 8.99,4. 80 – 89,5. 90 – 100,2. 50 – 64,6,1,Cloud
S1227,CE,5.14,51.36,70.81,53.96,2,0,1. < 6.0,2. 50 – 64,3. 65 – 79,2. 50 – 64,3,4,SQL; Excel; Power BI; Cybersecurity
S1228,CSE,8.41,92.53,76.56,96.0,3,1,4. 8.0 – 8.99,5. 90 – 100,3. 65 – 79,5. 90 – 100,5,2,Power BI; Cybersecurity
S1229,ECE,7.06,71.08,71.28,76.18,2,2,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,3,4,Python; Power BI; Cloud; Cybersecurity
S1230,CSE,5.15,79.89,61.41,75.44,3,0,1. < 6.0,3. 65 – 79,2. 50 – 64,3. 65 – 79,5,2,Power BI; Cloud
S1231,CSE,7.61,71.58,94.86,96.0,3,1,3. 7.0 – 7.99,3. 65 – 79,5. 90 – 100,5. 90 – 100,2,5,Python; SQL; Power BI; Cloud; Cybersecurity
S1232,EEE,7.68,69.04,92.3,63.1,3,2,3. 7.0 – 7.99,3. 65 – 79,5. 90 – 100,2. 50 – 64,1,6,Python; SQL; Power BI; DSA; Cloud; Cybersecurity
S1233,ECE,8.77,80.34,72.37,71.38,5,2,4. 8.0 – 8.99,4. 80 – 89,3. 65 – 79,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S1234,CSE,8.53,88.48,85.56,64.1,0,0,4. 8.0 – 8.99,4. 80 – 89,4. 80 – 89,2. 50 – 64,4,3,Power BI; Cloud; Cybersecurity
S1235,IT,7.28,83.69,87.35,80.74,3,1,3. 7.0 – 7.99,4. 80 – 89,4. 80 – 89,4. 80 – 89,4,3,Power BI; Cloud; Cybersecurity
S1236,ECE,7.09,61.57,62.47,96.0,2,0,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,5. 90 – 100,3,4,SQL; Power BI; Cloud; Cybersecurity
S1237,EEE,5.94,66.25,58.39,53.2,2,0,1. < 6.0,3. 65 – 79,2. 50 – 64,2. 50 – 64,4,3,Power BI; Cloud; Cybersecurity
S1238,CSE,6.22,76.08,80.86,70.06,2,0,2. 6.0 – 6.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S1239,ME,9.21,71.68,86.16,87.01,1,2,5. 9.0 – 10.0,3. 65 – 79,4. 80 – 89,4. 80 – 89,6,1,Cloud
S1240,CSE,7.2,53.64,62.99,90.82,4,0,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,5. 90 – 100,3,4,SQL; Power BI; Cloud; Cybersecurity
S1241,ECE,8.09,80.18,67.17,81.68,3,1,4. 8.0 – 8.99,4. 80 – 89,3. 65 – 79,4. 80 – 89,5,2,Cloud; Cybersecurity
S1242,CE,7.73,65.66,75.02,87.16,2,1,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,4,3,Excel; Cloud; Cybersecurity
S1243,EEE,7.88,71.74,63.85,96.0,2,0,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,2,5,Python; SQL; Power BI; Cloud; Cybersecurity
S1244,CSE,7.02,78.92,86.3,58.05,3,0,3. 7.0 – 7.99,3. 65 – 79,4. 80 – 89,2. 50 – 64,2,5,Excel; Power BI; DSA; Cloud; Cybersecurity
S1245,IT,6.11,58.42,53.82,69.46,1,0,2. 6.0 – 6.99,2. 50 – 64,2. 50 – 64,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S1246,CSE,5.53,74.99,70.24,89.8,3,0,1. < 6.0,3. 65 – 79,3. 65 – 79,4. 80 – 89,4,3,Power BI; DSA; Cybersecurity
S1247,IT,8.22,68.75,84.98,68.19,0,2,4. 8.0 – 8.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,5,2,Python; Cloud
S1248,IT,7.16,77.72,82.47,67.19,1,1,3. 7.0 – 7.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,6,1,Python
S1249,CSE,5.39,81.45,53.76,68.9,2,2,1. < 6.0,4. 80 – 89,2. 50 – 64,3. 65 – 79,4,3,SQL; DSA; Cybersecurity
S1250,CSE,8.16,98.5,79.36,96.0,2,1,4. 8.0 – 8.99,5. 90 – 100,3. 65 – 79,5. 90 – 100,4,3,DSA; Cloud; Cybersecurity
S1251,CSE,8.58,76.55,75.5,75.7,3,1,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,6,1,Cybersecurity
S1252,ECE,6.73,95.25,60.11,90.54,9,1,2. 6.0 – 6.99,5. 90 – 100,2. 50 – 64,5. 90 – 100,4,3,DSA; Cloud; Cybersecurity
S1253,ECE,8.98,96.45,95.33,89.44,3,0,4. 8.0 – 8.99,5. 90 – 100,5. 90 – 100,4. 80 – 89,6,1,Cybersecurity
S1254,ECE,6.74,85.37,66.77,67.21,3,0,2. 6.0 – 6.99,4. 80 – 89,3. 65 – 79,3. 65 – 79,4,3,DSA; Cloud; Cybersecurity
S1255,IT,7.31,98.5,74.07,77.9,4,2,3. 7.0 – 7.99,5. 90 – 100,3. 65 – 79,3. 65 – 79,4,3,DSA; Cloud; Cybersecurity
S1256,ECE,6.96,70.1,75.75,44.54,5,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,1. < 50,4,3,Power BI; Cloud; Cybersecurity
S1257,CE,6.22,52.92,77.08,74.35,2,0,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,4,3,SQL; Cloud; Cybersecurity
S1258,CSE,8.84,80.15,66.93,66.29,2,1,4. 8.0 – 8.99,4. 80 – 89,3. 65 – 79,3. 65 – 79,5,2,DSA; Cybersecurity
S1259,CSE,6.1,69.08,68.34,74.58,1,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,6,1,Cybersecurity
S1260,ECE,8.59,52.65,85.78,84.18,0,1,4. 8.0 – 8.99,2. 50 – 64,4. 80 – 89,4. 80 – 89,2,5,SQL; Power BI; DSA; Cloud; Cybersecurity
S1261,EEE,8.41,63.47,70.63,80.04,2,2,4. 8.0 – 8.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,3,4,SQL; Power BI; Cloud; Cybersecurity
S1262,IT,6.75,78.82,84.54,63.56,2,2,2. 6.0 – 6.99,3. 65 – 79,4. 80 – 89,2. 50 – 64,5,2,Cloud; Cybersecurity
S1263,ECE,7.55,74.54,67.71,96.0,1,2,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,6,1,Cloud
S1264,EEE,7.54,87.46,69.1,72.03,1,0,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,3. 65 – 79,4,3,DSA; Cloud; Cybersecurity
S1265,EEE,7.2,56.33,58.21,51.85,3,1,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,2. 50 – 64,4,3,Excel; Power BI; Cybersecurity
S1266,CSE,8.76,74.22,85.43,73.59,2,0,4. 8.0 – 8.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,5,2,Power BI; Cybersecurity
S1267,ME,7.59,46.07,70.38,92.92,0,1,3. 7.0 – 7.99,1. < 50,3. 65 – 79,5. 90 – 100,5,2,Python; Cloud
S1268,CSE,5.66,64.97,68.57,62.08,1,1,1. < 6.0,2. 50 – 64,3. 65 – 79,2. 50 – 64,1,6,Python; SQL; Power BI; DSA; Cloud; Cybersecurity
S1269,ECE,6.45,77.81,53.14,83.73,7,1,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,4. 80 – 89,5,2,Power BI; Cybersecurity
S1270,IT,9.1,77.54,66.41,67.95,1,1,5. 9.0 – 10.0,3. 65 – 79,3. 65 – 79,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S1271,IT,8.84,76.45,67.5,93.56,3,0,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,5,2,Cloud; Cybersecurity
S1272,ECE,7.77,74.07,73.38,61.45,3,1,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,2. 50 – 64,6,1,DSA
S1273,ME,5.58,71.18,82.07,73.94,1,1,1. < 6.0,3. 65 – 79,4. 80 – 89,3. 65 – 79,4,3,SQL; Power BI; Cybersecurity
S1274,IT,5.55,54.73,79.88,86.73,1,0,1. < 6.0,2. 50 – 64,3. 65 – 79,4. 80 – 89,6,1,Cloud
S1275,CSE,6.67,51.91,74.75,61.27,2,1,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,2. 50 – 64,2,5,Python; SQL; Excel; Cloud; Cybersecurity
S1276,CSE,7.64,77.23,65.53,83.38,3,2,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,3,4,Python; DSA; Cloud; Cybersecurity
S1277,IT,9.01,98.24,96.95,75.65,4,2,5. 9.0 – 10.0,5. 90 – 100,5. 90 – 100,3. 65 – 79,6,1,Cybersecurity
S1278,CSE,6.67,67.53,75.23,80.05,2,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,6,1,Cybersecurity
S1279,CSE,7.0,75.49,70.4,61.51,1,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,2. 50 – 64,4,3,Power BI; Cloud; Cybersecurity
S1280,CSE,6.16,65.19,70.35,51.93,1,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,2. 50 – 64,4,3,Power BI; Cloud; Cybersecurity
S1281,CE,6.29,71.19,65.67,96.0,1,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,2,5,SQL; Excel; Power BI; Cloud; Cybersecurity
S1282,EEE,7.4,82.02,76.42,88.95,2,1,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,4. 80 – 89,3,4,Python; DSA; Cloud; Cybersecurity
S1283,IT,6.23,88.56,78.56,96.0,4,0,2. 6.0 – 6.99,4. 80 – 89,3. 65 – 79,5. 90 – 100,3,4,Power BI; DSA; Cloud; Cybersecurity
S1284,EEE,6.92,69.16,66.65,81.35,2,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,3,4,Excel; DSA; Cloud; Cybersecurity
S1285,EEE,5.92,48.18,66.07,75.09,1,0,1. < 6.0,1. < 50,3. 65 – 79,3. 65 – 79,3,4,Power BI; DSA; Cloud; Cybersecurity
