student_id,component,raw_value,normalized_score,weight,weighted_contribution
S1269,Aptitude Score,53.14,53.14,0.2,10.628
S1269,CGPA,6.45,64.5,0.15,9.675
S1269,Projects,7.0,100.0,0.15,15.0
S1269,Internships,1.0,50.0,0.15,7.5
S1269,Communication,83.73,83.73,0.1,8.373
S1270,Technical Skills,4.0,57.1429,0.25,14.2857
S1270,Aptitude Score,66.41,66.41,0.2,13.282
S1270,CGPA,9.1,91.0,0.15,13.65
S1270,Projects,1.0,33.3333,0.15,5.0
S1270,Internships,1.0,50.0,0.15,7.5
S1270,Communication,67.95,67.95,0.1,6.795
S1271,Technical Skills,5.0,71.4286,0.25,17.8571
S1271,Aptitude Score,67.5,67.5,0.2,13.5
S1271,CGPA,8.84,88.4,0.15,13.26
S1271,Projects,3.0,100.0,0.15,15.0
S1271,Internships,0.0,0.0,0.15,0.0
S1271,Communication,93.56,93.56,0.1,9.356
S1272,Technical Skills,6.0,85.7143,0.25,21.4286
S1272,Aptitude Score,73.38,73.38,0.2,14.676
S1272,CGPA,7.77,77.7,0.15,11.655
S1272,Projects,3.0,100.0,0.15,15.0
S1272,Internships,1.0,50.0,0.15,7.5
S1272,Communication,61.45,61.45,0.1,6.145
S1273,Technical Skills,4.0,57.1429,0.25,14.2857
S1273,Aptitude Score,82.07,82.07,0.2,16.414
S1273,CGPA,5.58,55.8,0.15,8.37
S1273,Projects,1.0,33.3333,0.15,5.0
S1273,Internships,1.0,50.0,0.15,7.5
S1273,Communication,73.94,73.94,0.1,7.394
S1274,Technical Skills,6.0,85.7143,0.25,21.4286
S1274,Aptitude Score,79.88,79.88,0.2,15.976
S1274,CGPA,5.55,55.5,0.15,8.325
S1274,Projects,1.0,33.3333,0.15,5.0
S1274,Internships,0.0,0.0,0.15,0.0
S1274,Communication,86.73,86.73,0.1,8.673
S1275,Technical Skills,2.0,28.5714,0.25,7.1429
S1275,Aptitude Score,74.75,74.75,0.2,14.95
S1275,CGPA,6.67,66.7,0.15,10.005
S1275,Projects,2.0,66.6667,0.15,10.0
S1275,Internships,1.0,50.0,0.15,7.5
S1275,Communication,61.27,61.27,0.1,6.127
S1276,Technical Skills,3.0,42.8571,0.25,10.7143
S1276,Aptitude Score,65.53,65.53,0.2,13.106
S1276,CGPA,7.64,76.4,0.15,11.46
S1276,Projects,3.0,100.0,0.15,15.0
S1276,Internships,2.0,100.0,0.15,15.0
S1276,Communication,83.38,83.38,0.1,8.338
S1277,Technical Skills,6.0,85.7143,0.25,21.4286
S1277,Aptitude Score,96.95,96.95,0.2,19.39
S1277,CGPA,9.01,90.1,0.15,13.515
S1277,Projects,4.0,100.0,0.15,15.0
S1277,Internships,2.0,100.0,0.15,15.0
S1277,Communication,75.65,75.65,0.1,7.565
S1278,Technical Skills,6.0,85.7143,0.25,21.4286
S1278,Aptitude Score,75.23,75.23,0.2,15.046
S1278,CGPA,6.67,66.7,0.15,10.005
S1278,Projects,2.0,66.6667,0.15,10.0
S1278,Internships,0.0,0.0,0.15,0.0
S1278,Communication,80.05,80.05,0.1,8.005
S1279,Technical Skills,4.0,57.1429,0.25,14.2857
S1279,Aptitude Score,70.4,70.4,0.2,14.08
S1279,CGPA,7.0,70.0,0.15,10.5
S1279,Projects,1.0,33.3333,0.15,5.0
S1279,Internships,0.0,0.0,0.15,0.0
S1279,Communication,61.51,61.51,0.1,6.151
S1280,Technical Skills,4.0,57.1429,0.25,14.2857
S1280,Aptitude Score,70.35,70.35,0.2,14.07
S1280,CGPA,6.16,61.6,0.15,9.24
S1280,Projects,1.0,33.3333,0.15,5.0
S1280,Internships,0.0,0.0,0.15,0.0
S1280,Communication,51.93,51.93,0.1,5.193
S1281,Technical Skills,2.0,28.5714,0.25,7.1429
S1281,Aptitude Score,65.67,65.67,0.2,13.134
S1281,CGPA,6.29,62.9,0.15,9.435
S1281,Projects,1.0,33.3333,0.15,5.0
S1281,Internships,1.0,50.0,0.15,7.5
S1281,Communication,96.0,96.0,0.1,9.6
S1282,Technical Skills,3.0,42.8571,0.25,10.7143
S1282,Aptitude Score,76.42,76.42,0.2,15.284
S1282,CGPA,7.4,74.0,0.15,11.1
S1282,Projects,2.0,66.6667,0.15,10.0
S1282,Internships,1.0,50.0,0.15,7.5
S1282,Communication,88.95,88.95,0.1,8.895
S1283,Technical Skills,3.0,42.8571,0.25,10.7143
S1283,Aptitude Score,78.56,78.56,0.2,15.712
S1283,CGPA,6.23,62.3,0.15,9.345
S1283,Projects,4.0,100.0,0.15,15.0
S1283,Internships,0.0,0.0,0.15,0.0
S1283,Communication,96.0,96.0,0.1,9.6
S1284,Technical Skills,3.0,42.8571,0.25,10.7143
S1284,Aptitude Score,66.65,66.65,0.2,13.33
S1284,CGPA,6.92,69.2,0.15,10.38
S1284,Projects,2.0,66.6667,0.15,10.0
S1284,Internships,0.0,0.0,0.15,0.0
S1284,Communication,81.35,81.35,0.1,8.135
S1285,Technical Skills,3.0,42.8571,0.25,10.7143
S1285,Aptitude Score,66.07,66.07,0.2,13.214
S1285,CGPA,5.92,59.2,0.15,8.88
S1285,Projects,1.0,33.3333,0.15,5.0
S1285,Internships,0.0,0.0,0.15,0.0
S1285,Communication,75.09,75.09,0.1,7.509
S1286,Technical Skills,4.0,57.1429,0.25,14.2857
S1286,Aptitude Score,38.5,38.5,0.2,7.7
S1286,CGPA,4.67,46.7,0.15,7.005
S1286,Projects,4.0,100.0,0.15,15.0
S1286,Internships,0.0,0.0,0.15,0.0
S1286,Communication,87.24,87.24,0.1,8.724
S1287,Technical Skills,4.0,57.1429,0.25,14.2857
S1287,Aptitude Score,57.78,57.78,0.2,11.556
S1287,CGPA,8.27,82.7,0.15,12.405
S1287,Projects,2.0,66.6667,0.15,10.0
S1287,Internships,0.0,0.0,0.15,0.0
S1287,Communication,93.39,93.39,0.1,9.339
S1288,Technical Skills,1.0,14.2857,0.25,3.5714
S1288,Aptitude Score,72.49,72.49,0.2,14.498
S1288,CGPA,7.43,74.3,0.15,11.145
S1288,Projects,1.0,33.3333,0.15,5.0
S1288,Internships,0.0,0.0,0.15,0.0
S1288,Communication,71.74,71.74,0.1,7.174
S1289,Technical Skills,6.0,85.7143,0.25,21.4286
S1289,Aptitude Score,79.0,79.0,0.2,15.8
S1289,CGPA,9.51,95.1,0.15,14.265
S1289,Projects,4.0,100.0,0.15,15.0
S1289,Internships,1.0,50.0,0.15,7.5
S1289,Communication,73.07,73.07,0.1,7.307
S1290,Technical Skills,6.0,85.7143,0.25,21.4286
S1290,Aptitude Score,82.68,82.68,0.2,16.536
S1290,CGPA,8.98,89.8,0.15,13.47
S1290,Projects,5.0,100.0,0.15,15.0
S1290,Internships,2.0,100.0,0.15,15.0
S1290,Communication,96.0,96.0,0.1,9.6
S1291,Technical Skills,5.0,71.4286,0.25,17.8571
S1291,Aptitude Score,30.0,30.0,0.2,6.0
S1291,CGPA,4.97,49.7,0.15,7.455
S1291,Projects,2.0,66.6667,0.15,10.0
S1291,Internships,1.0,50.0,0.15,7.5
S1291,Communication,96.0,96.0,0.1,9.6
S1292,Technical Skills,4.0,57.1429,0.25,14.2857
S1292,Aptitude Score,65.62,65.62,0.2,13.124
S1292,CGPA,6.85,68.5,0.15,10.275
S1292,Projects,3.0,100.0,0.15,15.0
S1292,Internships,0.0,0.0,0.15,0.0
S1292,Communication,67.23,67.23,0.1,6.723
S1293,Technical Skills,3.0,42.8571,0.25,10.7143
S1293,Aptitude Score,74.99,74.99,0.2,14.998
S1293,CGPA,7.09,70.9,0.15,10.635
S1293,Projects,3.0,100.0,0.15,15.0
S1293,Internships,0.0,0.0,0.15,0.0
S1293,Communication,96.0,96.0,0.1,9.6
S1294,Technical Skills,6.0,85.7143,0.25,21.4286
S1294,Aptitude Score,79.28,79.28,0.2,15.856
S1294,CGPA,8.15,81.5,0.15,12.225
S1294,Projects,1.0,33.3333,0.15,5.0
S1294,Internships,0.0,0.0,0.15,0.0
S1294,Communication,67.2,67.2,0.1,6.72
S1295,Technical Skills,3.0,42.8571,0.25,10.7143
S1295,Aptitude Score,78.97,78.97,0.2,15.794
S1295,CGPA,8.12,81.2,0.15,12.18
S1295,Projects,2.0,66.6667,0.15,10.0
S1295,Internships,2.0,100.0,0.15,15.0
S1295,Communication,89.79,89.79,0.1,8.979
S1296,Technical Skills,6.0,85.7143,0.25,21.4286
S1296,Aptitude Score,63.3,63.3,0.2,12.66
S1296,CGPA,8.92,89.2,0.15,13.38
S1296,Projects,2.0,66.6667,0.15,10.0
S1296,Internships,0.0,0.0,0.15,0.0
S1296,Communication,85.59,85.59,0.1,8.559
S1297,Technical Skills,4.0,57.1429,0.25,14.2857
S1297,Aptitude Score,86.52,86.52,0.2,17.304
S1297,CGPA,8.51,85.1,0.15,12.765
S1297,Projects,1.0,33.3333,0.15,5.0
S1297,Internships,0.0,0.0,0.15,0.0
S1297,Communication,85.11,85.11,0.1,8.511
S1298,Technical Skills,3.0,42.8571,0.25,10.7143
S1298,Aptitude Score,81.55,81.55,0.2,16.31
S1298,CGPA,6.39,63.9,0.15,9.585
S1298,Projects,2.0,66.6667,0.15,10.0
S1298,Internships,2.0,100.0,0.15,15.0
S1298,Communication,77.39,77.39,0.1,7.739
S1299,Technical Skills,3.0,42.8571,0.25,10.7143
S1299,Aptitude Score,71.13,71.13,0.2,14.226
S1299,CGPA,5.86,58.6,0.15,8.79
S1299,Projects,2.0,66.6667,0.15,10.0
S1299,Internships,2.0,100.0,0.15,15.0
S1299,Communication,79.22,79.22,0.1,7.922
S1300,Technical Skills,3.0,42.8571,0.25,10.7143
S1300,Aptitude Score,64.25,64.25,0.2,12.85
S1300,CGPA,6.47,64.7,0.15,9.705
S1300,Projects,1.0,33.3333,0.15,5.0
S1300,Internships,1.0,50.0,0.15,7.5
S1300,Communication,73.94,73.94,0.1,7.394
S1301,Technical Skills,5.0,71.4286,0.25,17.8571
S1301,Aptitude Score,69.49,69.49,0.2,13.898
S1301,CGPA,7.0,70.0,0.15,10.5
S1301,Projects,4.0,100.0,0.15,15.0
S1301,Internships,0.0,0.0,0.15,0.0
S1301,Communication,90.87,90.87,0.1,9.087
S1302,Technical Skills,5.0,71.4286,0.25,17.8571
S1302,Aptitude Score,59.68,59.68,0.2,11.936
S1302,CGPA,7.78,77.8,0.15,11.67
S1302,Projects,1.0,33.3333,0.15,5.0
S1302,Internships,2.0,100.0,0.15,15.0
S1302,Communication,75.88,75.88,0.1,7.588
S1303,Technical Skills,5.0,71.4286,0.25,17.8571
S1303,Aptitude Score,78.36,78.36,0.2,15.672
S1303,CGPA,7.04,70.4,0.15,10.56
S1303,Projects,5.0,100.0,0.15,15.0
S1303,Internships,1.0,50.0,0.15,7.5
S1303,Communication,73.26,73.26,0.1,7.326
S1304,Technical Skills,5.0,71.4286,0.25,17.8571
S1304,Aptitude Score,88.49,88.49,0.2,17.698
S1304,CGPA,7.02,70.2,0.15,10.53
S1304,Projects,1.0,33.3333,0.15,5.0
S1304,Internships,4.0,100.0,0.15,15.0
S1304,Communication,95.52,95.52,0.1,9.552
S1305,Technical Skills,7.0,100.0,0.25,25.0
S1305,Aptitude Score,72.61,72.61,0.2,14.522
S1305,CGPA,7.87,78.7,0.15,11.805
S1305,Projects,3.0,100.0,0.15,15.0
S1305,Internships,1.0,50.0,0.15,7.5
S1305,Communication,74.86,74.86,0.1,7.486
S1306,Technical Skills,4.0,57.1429,0.25,14.2857
S1306,Aptitude Score,92.5,92.5,0.2,18.5
S1306,CGPA,7.24,72.4,0.15,10.86
S1306,Projects,1.0,33.3333,0.15,5.0
S1306,Internships,0.0,0.0,0.15,0.0
S1306,Communication,72.08,72.08,0.1,7.208
S1307,Technical Skills,3.0,42.8571,0.25,10.7143
S1307,Aptitude Score,84.15,84.15,0.2,16.83
S1307,CGPA,8.16,81.6,0.15,12.24
S1307,Projects,2.0,66.6667,0.15,10.0
S1307,Internships,1.0,50.0,0.15,7.5
S1307,Communication,96.0,96.0,0.1,9.6
S1308,Technical Skills,6.0,85.7143,0.25,21.4286
S1308,Aptitude Score,69.37,69.37,0.2,13.874
S1308,CGPA,6.95,69.5,0.15,10.425
S1308,Projects,3.0,100.0,0.15,15.0
S1308,Internships,1.0,50.0,0.15,7.5
S1308,Communication,72.98,72.98,0.1,7.298
S1309,Technical Skills,5.0,71.4286,0.25,17.8571
S1309,Aptitude Score,87.93,87.93,0.2,17.586
S1309,CGPA,8.77,87.7,0.15,13.155
S1309,Projects,3.0,100.0,0.15,15.0
S1309,Internships,0.0,0.0,0.15,0.0
S1309,Communication,96.0,96.0,0.1,9.6
S1310,Technical Skills,5.0,71.4286,0.25,17.8571
S1310,Aptitude Score,78.17,78.17,0.2,15.634
S1310,CGPA,8.26,82.6,0.15,12.39
S1310,Projects,2.0,66.6667,0.15,10.0
S1310,Internships,1.0,50.0,0.15,7.5
S1310,Communication,96.0,96.0,0.1,9.6
S1311,Technical Skills,5.0,71.4286,0.25,17.8571
S1311,Aptitude Score,69.33,69.33,0.2,13.866
S1311,CGPA,8.43,84.3,0.15,12.645
S1311,Projects,1.0,33.3333,0.15,5.0
S1311,Internships,3.0,100.0,0.15,15.0
S1311,Communication,82.18,82.18,0.1,8.218
S1312,Technical Skills,3.0,42.8571,0.25,10.7143
S1312,Aptitude Score,60.08,60.08,0.2,12.016
S1312,CGPA,5.81,58.1,0.15,8.715
S1312,Projects,1.0,33.3333,0.15,5.0
S1312,Internships,0.0,0.0,0.15,0.0
S1312,Communication,69.01,69.01,0.1,6.901
S1313,Technical Skills,5.0,71.4286,0.25,17.8571
S1313,Aptitude Score,50.28,50.28,0.2,10.056
S1313,CGPA,6.08,60.8,0.15,9.12
S1313,Projects,3.0,100.0,0.15,15.0
S1313,Internships,0.0,0.0,0.15,0.0
S1313,Communication,95.05,95.05,0.1,9.505
S1314,Technical Skills,5.0,71.4286,0.25,17.8571
S1314,Aptitude Score,65.96,65.96,0.2,13.192
S1314,CGPA,5.93,59.3,0.15,8.895
S1314,Projects,3.0,100.0,0.15,15.0
S1314,Internships,1.0,50.0,0.15,7.5
S1314,Communication,71.14,71.14,0.1,7.114
S1315,Technical Skills,6.0,85.7143,0.25,21.4286
S1315,Aptitude Score,66.04,66.04,0.2,13.208
S1315,CGPA,7.01,70.1,0.15,10.515
S1315,Projects,2.0,66.6667,0.15,10.0
S1315,Internships,2.0,100.0,0.15,15.0
S1315,Communication,81.94,81.94,0.1,8.194
S1316,Technical Skills,5.0,71.4286,0.25,17.8571
S1316,Aptitude Score,79.9,79.9,0.2,15.98
S1316,CGPA,6.97,69.7,0.15,10.455
S1316,Projects,3.0,100.0,0.15,15.0
S1316,Internships,2.0,100.0,0.15,15.0
S1316,Communication,96.0,96.0,0.1,9.6
S1317,Technical Skills,5.0,71.4286,0.25,17.8571
S1317,Aptitude Score,70.9,70.9,0.2,14.18
S1317,CGPA,8.29,82.9,0.15,12.435
S1317,Projects,0.0,0.0,0.15,0.0
S1317,Internships,2.0,100.0,0.15,15.0
S1317,Communication,83.44,83.44,0.1,8.344
S1318,Technical Skills,6.0,85.7143,0.25,21.4286
S1318,Aptitude Score,79.78,79.78,0.2,15.956
S1318,CGPA,7.71,77.1,0.15,11.565
S1318,Projects,0.0,0.0,0.15,0.0
S1318,Internships,0.0,0.0,0.15,0.0
S1318,Communication,96.0,96.0,0.1,9.6
S1319,Technical Skills,4.0,57.1429,0.25,14.2857
S1319,Aptitude Score,60.21,60.21,0.2,12.042
S1319,CGPA,6.58,65.8,0.15,9.87
S1319,Projects,1.0,33.3333,0.15,5.0
S1319,Internships,2.0,100.0,0.15,15.0
S1319,Communication,85.76,85.76,0.1,8.576
S1320,Technical Skills,3.0,42.8571,0.25,10.7143
S1320,Aptitude Score,68.52,68.52,0.2,13.704
S1320,CGPA,7.06,70.6,0.15,10.59
S1320,Projects,3.0,100.0,0.15,15.0
S1320,Internships,1.0,50.0,0.15,7.5
S1320,Communication,81.37,81.37,0.1,8.137
S1321,Technical Skills,3.0,42.8571,0.25,10.7143
S1321,Aptitude Score,76.27,76.27,0.2,15.254
S1321,CGPA,7.87,78.7,0.15,11.805
S1321,Projects,2.0,66.6667,0.15,10.0
S1321,Internships,0.0,0.0,0.15,0.0
S1321,Communication,96.0,96.0,0.1,9.6
S1322,Technical Skills,4.0,57.1429,0.25,14.2857
S1322,Aptitude Score,64.32,64.32,0.2,12.864
S1322,CGPA,9.05,90.5,0.15,13.575
S1322,Projects,2.0,66.6667,0.15,10.0
S1322,Internships,0.0,0.0,0.15,0.0
S1322,Communication,79.48,79.48,0.1,7.948
S1323,Technical Skills,4.0,57.1429,0.25,14.2857
S1323,Aptitude Score,59.02,59.02,0.2,11.804
S1323,CGPA,7.16,71.6,0.15,10.74
S1323,Projects,3.0,100.0,0.15,15.0
S1323,Internships,0.0,0.0,0.15,0.0
S1323,Communication,47.41,47.41,0.1,4.741
S1324,Technical Skills,4.0,57.1429,0.25,14.2857
S1324,Aptitude Score,64.17,64.17,0.2,12.834
S1324,CGPA,7.02,70.2,0.15,10.53
S1324,Projects,2.0,66.6667,0.15,10.0
S1324,Internships,1.0,50.0,0.15,7.5
S1324,Communication,62.08,62.08,0.1,6.208
S1325,Technical Skills,4.0,57.1429,0.25,14.2857
S1325,Aptitude Score,83.94,83.94,0.2,16.788
S1325,CGPA,7.95,79.5,0.15,11.925
S1325,Projects,1.0,33.3333,0.15,5.0
S1325,Internships,1.0,50.0,0.15,7.5
S1325,Communication,94.46,94.46,0.1,9.446
S1326,Technical Skills,5.0,71.4286,0.25,17.8571
S1326,Aptitude Score,70.64,70.64,0.2,14.128
S1326,CGPA,7.86,78.6,0.15,11.79
S1326,Projects,3.0,100.0,0.15,15.0
S1326,Internships,0.0,0.0,0.15,0.0
S1326,Communication,96.0,96.0,0.1,9.6
S1327,Technical Skills,5.0,71.4286,0.25,17.8571
S1327,Aptitude Score,80.5,80.5,0.2,16.1
S1327,CGPA,6.73,67.3,0.15,10.095
S1327,Projects,4.0,100.0,0.15,15.0
S1327,Internships,0.0,0.0,0.15,0.0
S1327,Communication,96.0,96.0,0.1,9.6
S1328,Technical Skills,3.0,42.8571,0.25,10.7143
S1328,Aptitude Score,88.02,88.02,0.2,17.604
S1328,CGPA,7.51,75.1,0.15,11.265
S1328,Projects,2.0,66.6667,0.15,10.0
S1328,Internships,1.0,50.0,0.15,7.5
S1328,Communication,76.83,76.83,0.1,7.683
S1329,Technical Skills,4.0,57.1429,0.25,14.2857
S1329,Aptitude Score,76.66,76.66,0.2,15.332
S1329,CGPA,8.17,81.7,0.15,12.255
S1329,Projects,1.0,33.3333,0.15,5.0
S1329,Internships,3.0,100.0,0.15,15.0
S1329,Communication,71.27,71.27,0.1,7.127
S1330,Technical Skills,6.0,85.7143,0.25,21.4286
S1330,Aptitude Score,87.38,87.38,0.2,17.476
S1330,CGPA,9.11,91.1,0.15,13.665
S1330,Projects,2.0,66.6667,0.15,10.0
S1330,Internships,1.0,50.0,0.15,7.5
S1330,Communication,96.0,96.0,0.1,9.6
S1331,Technical Skills,3.0,42.8571,0.25,10.7143
S1331,Aptitude Score,48.12,48.12,0.2,9.624
S1331,CGPA,6.24,62.4,0.15,9.36
S1331,Projects,2.0,66.6667,0.15,10.0
S1331,Internships,2.0,100.0,0.15,15.0
S1331,Communication,79.02,79.02,0.1,7.902
S1332,Technical Skills,3.0,42.8571,0.25,10.7143
S1332,Aptitude Score,69.71,69.71,0.2,13.942
S1332,CGPA,6.73,67.3,0.15,10.095
S1332,Projects,1.0,33.3333,0.15,5.0
S1332,Internships,0.0,0.0,0.15,0.0
S1332,Communication,73.0,73.0,0.1,7.3
S1333,Technical Skills,3.0,42.8571,0.25,10.7143
S1333,Aptitude Score,61.1,61.1,0.2,12.22
S1333,CGPA,6.14,61.4,0.15,9.21
S1333,Projects,1.0,33.3333,0.15,5.0
S1333,Internships,0.0,0.0,0.15,0.0
S1333,Communication,89.72,89.72,0.1,8.972
S1334,Technical Skills,4.0,57.1429,0.25,14.2857
S1334,Aptitude Score,74.95,74.95,0.2,14.99
S1334,CGPA,6.25,62.5,0.15,9.375
S1334,Projects,3.0,100.0,0.15,15.0
S1334,Internships,1.0,50.0,0.15,7.5
S1334,Communication,85.63,85.63,0.1,8.563
S1335,Technical Skills,2.0,28.5714,0.25,7.1429
S1335,Aptitude Score,57.41,57.41,0.2,11.482
S1335,CGPA,6.17,61.7,0.15,9.255
S1335,Projects,3.0,100.0,0.15,15.0
S1335,Internships,1.0,50.0,0.15,7.5
S1335,Communication,71.66,71.66,0.1,7.166
S1336,Technical Skills,5.0,71.4286,0.25,17.8571
S1336,Aptitude Score,78.76,78.76,0.2,15.752
S1336,CGPA,8.16,81.6,0.15,12.24
S1336,Projects,1.0,33.3333,0.15,5.0
S1336,Internships,0.0,0.0,0.15,0.0
S1336,Communication,96.0,96.0,0.1,9.6
S1337,Technical Skills,4.0,57.1429,0.25,14.2857
S1337,Aptitude Score,61.56,61.56,0.2,12.312
S1337,CGPA,6.26,62.6,0.15,9.39
S1337,Projects,1.0,33.3333,0.15,5.0
S1337,Internships,1.0,50.0,0.15,7.5
S1337,Communication,78.16,78.16,0.1,7.816
S1338,Technical Skills,3.0,42.8571,0.25,10.7143
S1338,Aptitude Score,88.18,88.18,0.2,17.636
S1338,CGPA,8.36,83.6,0.15,12.54
S1338,Projects,1.0,33.3333,0.15,5.0
S1338,Internships,0.0,0.0,0.15,0.0
S1338,Communication,79.85,79.85,0.1,7.985
S1339,Technical Skills,4.0,57.1429,0.25,14.2857
S1339,Aptitude Score,51.12,51.12,0.2,10.224
S1339,CGPA,7.3,73.0,0.15,10.95
S1339,Projects,0.0,0.0,0.15,0.0
S1339,Internships,0.0,0.0,0.15,0.0
S1339,Communication,82.57,82.57,0.1,8.257
S1340,Technical Skills,5.0,71.4286,0.25,17.8571
S1340,Aptitude Score,69.96,69.96,0.2,13.992
S1340,CGPA,7.58,75.8,0.15,11.37
S1340,Projects,3.0,100.0,0.15,15.0
S1340,Internships,1.0,50.0,0.15,7.5
S1340,Communication,73.83,73.83,0.1,7.383
S1341,Technical Skills,3.0,42.8571,0.25,10.7143
S1341,Aptitude Score,72.62,72.62,0.2,14.524
S1341,CGPA,9.07,90.7,0.15,13.605
S1341,Projects,1.0,33.3333,0.15,5.0
S1341,Internships,2.0,100.0,0.15,15.0
S1341,Communication,90.39,90.39,0.1,9.039
S1342,Technical Skills,6.0,85.7143,0.25,21.4286
S1342,Aptitude Score,71.26,71.26,0.2,14.252
S1342,CGPA,8.7,87.0,0.15,13.05
S1342,Projects,3.0,100.0,0.15,15.0
S1342,Internships,0.0,0.0,0.15,0.0
S1342,Communication,96.0,96.0,0.1,9.6
S1343,Technical Skills,6.0,85.7143,0.25,21.4286
S1343,Aptitude Score,85.35,85.35,0.2,17.07
S1343,CGPA,7.35,73.5,0.15,11.025
S1343,Projects,1.0,33.3333,0.15,5.0
S1343,Internships,0.0,0.0,0.15,0.0
S1343,Communication,83.94,83.94,0.1,8.394
S1344,Technical Skills,3.0,42.8571,0.25,10.7143
S1344,Aptitude Score,93.92,93.92,0.2,18.784
S1344,CGPA,7.97,79.7,0.15,11.955
S1344,Projects,4.0,100.0,0.15,15.0
S1344,Internships,0.0,0.0,0.15,0.0
S1344,Communication,96.0,96.0,0.1,9.6
S1345,Technical Skills,4.0,57.1429,0.25,14.2857
S1345,Aptitude Score,80.29,80.29,0.2,16.058
S1345,CGPA,4.87,48.7,0.15,7.305
S1345,Projects,1.0,33.3333,0.15,5.0
S1345,Internships,0.0,0.0,0.15,0.0
S1345,Communication,91.6,91.6,0.1,9.16
S1346,Technical Skills,4.0,57.1429,0.25,14.2857
S1346,Aptitude Score,72.97,72.97,0.2,14.594
S1346,CGPA,7.45,74.5,0.15,11.175
S1346,Projects,2.0,66.6667,0.15,10.0
S1346,Internships,1.0,50.0,0.15,7.5
S1346,Communication,95.99,95.99,0.1,9.599
S1347,Technical Skills,3.0,42.8571,0.25,10.7143
S1347,Aptitude Score,88.64,88.64,0.2,17.728
S1347,CGPA,8.56,85.6,0.15,12.84
S1347,Projects,3.0,100.0,0.15,15.0
S1347,Internships,2.0,100.0,0.15,15.0
S1347,Communication,63.06,63.06,0.1,6.306
S1348,Technical Skills,5.0,71.4286,0.25,17.8571
S1348,Aptitude Score,67.0,67.0,0.2,13.4
S1348,CGPA,7.9,79.0,0.15,11.85
S1348,Projects,3.0,100.0,0.15,15.0
S1348,Internships,1.0,50.0,0.15,7.5
S1348,Communication,74.78,74.78,0.1,7.478
S1349,Technical Skills,5.0,71.4286,0.25,17.8571
S1349,Aptitude Score,89.89,89.89,0.2,17.978
S1349,CGPA,8.02,80.2,0.15,12.03
S1349,Projects,2.0,66.6667,0.15,10.0
S1349,Internships,2.0,100.0,0.15,15.0
S1349,Communication,72.86,72.86,0.1,7.286
S1350,Technical Skills,6.0,85.7143,0.25,21.4286
S1350,Aptitude Score,56.9,56.9,0.2,11.38
S1350,CGPA,6.68,66.8,0.15,10.02
S1350,Projects,2.0,66.6667,0.15,10.0
S1350,Internships,2.0,100.0,0.15,15.0
S1350,Communication,66.71,66.71,0.1,6.671
S1351,Technical Skills,4.0,57.1429,0.25,14.2857
S1351,Aptitude Score,65.53,65.53,0.2,13.106
S1351,CGPA,8.77,87.7,0.15,13.155
S1351,Projects,1.0,33.3333,0.15,5.0
S1351,Internships,0.0,0.0,0.15,0.0
S1351,Communication,64.18,64.18,0.1,6.418
S1352,Technical Skills,2.0,28.5714,0.25,7.1429
S1352,Aptitude Score,62.45,62.45,0.2,12.49
S1352,CGPA,6.0,60.0,0.15,9.0
S1352,Projects,4.0,100.0,0.15,15.0
S1352,Internships,0.0,0.0,0.15,0.0
S1352,Communication,79.95,79.95,0.1,7.995
S1353,Technical Skills,6.0,85.7143,0.25,21.4286
S1353,Aptitude Score,68.03,68.03,0.2,13.606
S1353,CGPA,8.85,88.5,0.15,13.275
S1353,Projects,2.0,66.6667,0.15,10.0
S1353,Internships,0.0,0.0,0.15,0.0
S1353,Communication,64.27,64.27,0.1,6.427
S1354,Technical Skills,3.0,42.8571,0.25,10.7143
S1354,Aptitude Score,76.02,76.02,0.2,15.204
S1354,CGPA,7.88,78.8,0.15,11.82
S1354,Projects,1.0,33.3333,0.15,5.0
S1354,Internships,0.0,0.0,0.15,0.0
S1354,Communication,93.88,93.88,0.1,9.388
S1355,Technical Skills,5.0,71.4286,0.25,17.8571
S1355,Aptitude Score,82.08,82.08,0.2,16.416
S1355,CGPA,7.15,71.5,0.15,10.725
S1355,Projects,1.0,33.3333,0.15,5.0
S1355,Internships,0.0,0.0,0.15,0.0
S1355,Communication,61.08,61.08,0.1,6.108
S1356,Technical Skills,4.0,57.1429,0.25,14.2857
S1356,Aptitude Score,65.96,65.96,0.2,13.192
S1356,CGPA,6.88,68.8,0.15,10.32
S1356,Projects,2.0,66.6667,0.15,10.0
S1356,Internships,0.0,0.0,0.15,0.0
S1356,Communication,82.84,82.84,0.1,8.284
S1357,Technical Skills,6.0,85.7143,0.25,21.4286
S1357,Aptitude Score,68.32,68.32,0.2,13.664
S1357,CGPA,7.87,78.7,0.15,11.805
S1357,Projects,3.0,100.0,0.15,15.0
S1357,Internships,0.0,0.0,0.15,0.0
S1357,Communication,72.46,72.46,0.1,7.246
S1358,Technical Skills,2.0,28.5714,0.25,7.1429
S1358,Aptitude Score,78.82,78.82,0.2,15.764
S1358,CGPA,6.28,62.8,0.15,9.42
S1358,Projects,2.0,66.6667,0.15,10.0
S1358,Internships,0.0,0.0,0.15,0.0
S1358,Communication,87.22,87.22,0.1,8.722
S1359,Technical Skills,5.0,71.4286,0.25,17.8571
S1359,Aptitude Score,71.51,71.51,0.2,14.302
S1359,CGPA,8.03,80.3,0.15,12.045
