student_id,technical_skill_count,skill_gap_count,technical_skill_component,technical_skill_contribution,aptitude_score,aptitude_component,aptitude_contribution,cgpa,cgpa_component,cgpa_contribution,projects,projects_component,projects_contribution,internships,internships_component,internships_contribution,communication_score,communication_component,communication_contribution,pri_score,readiness_category,missing_skills,preparation_segment
S1248,6,1,85.71428571428571,21.428571428571427,82.47,82.47,16.494,7.16,71.6,10.739999999999998,1,33.33333333333333,4.999999999999999,1,50.0,7.5,67.19,67.19,6.719,67.88,Moderate Readiness,Python Programming,Technical Specialists
S1249,4,3,57.14285714285714,14.285714285714285,53.76,53.76,10.752,5.39,53.89999999999999,8.084999999999999,2,66.66666666666666,9.999999999999998,2,100.0,15.0,68.9,68.9,6.890000000000001,65.01,Moderate Readiness,SQL Database; Data Structures & Algo; Cybersecurity,Technical Specialists
S1250,4,3,57.14285714285714,14.285714285714285,79.36,79.36,15.872,8.16,81.60000000000001,12.24,2,66.66666666666666,9.999999999999998,1,50.0,7.5,96.0,96.0,9.600000000000001,69.5,Moderate Readiness,Data Structures & Algo; Cloud Computing; Cybersecurity,Comprehensive High Performers
S1251,6,1,85.71428571428571,21.428571428571427,75.5,75.5,15.100000000000001,8.58,85.8,12.87,3,100.0,15.0,1,50.0,7.5,75.7,75.7,7.57,79.47,Moderate Readiness,Cybersecurity,Comprehensive High Performers
S1252,4,3,57.14285714285714,14.285714285714285,60.11,60.11,12.022,6.73,67.30000000000001,10.095,9,100.0,15.0,1,50.0,7.5,90.54,90.54,9.054,67.96,Moderate Readiness,Data Structures & Algo; Cloud Computing; Cybersecurity,Technical Specialists
S1253,6,1,85.71428571428571,21.428571428571427,95.33,95.33,19.066,8.98,89.8,13.469999999999999,3,100.0,15.0,0,0.0,0.0,89.44,89.44,8.944,77.91,Moderate Readiness,Cybersecurity,Comprehensive High Performers
S1254,4,3,57.14285714285714,14.285714285714285,66.77,66.77,13.354,6.74,67.4,10.110000000000001,3,100.0,15.0,0,0.0,0.0,67.21,67.21,6.721,59.47,Needs Improvement,Data Structures & Algo; Cloud Computing; Cybersecurity,Technical Specialists
S1255,4,3,57.14285714285714,14.285714285714285,74.07,74.07,14.814,7.31,73.1,10.964999999999998,4,100.0,15.0,2,100.0,15.0,77.9,77.9,7.790000000000001,77.85,Moderate Readiness,Data Structures & Algo; Cloud Computing; Cybersecurity,Technical Specialists
S1256,4,3,57.14285714285714,14.285714285714285,75.75,75.75,15.15,6.96,69.6,10.44,5,100.0,15.0,0,0.0,0.0,44.54,44.54,4.454,59.33,Needs Improvement,Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S1257,4,3,57.14285714285714,14.285714285714285,77.08,77.08,15.416,6.22,62.2,9.33,2,66.66666666666666,9.999999999999998,0,0.0,0.0,74.35,74.35,7.435,56.47,Needs Improvement,SQL Database; Cloud Computing; Cybersecurity,High Support Priority
S1258,5,2,71.42857142857143,17.857142857142858,66.93,66.93,13.386000000000003,8.84,88.4,13.26,2,66.66666666666666,9.999999999999998,1,50.0,7.5,66.29,66.29,6.629000000000001,68.63,Moderate Readiness,Data Structures & Algo; Cybersecurity,Comprehensive High Performers
S1259,6,1,85.71428571428571,21.428571428571427,68.34,68.34,13.668000000000001,6.1,61.0,9.15,1,33.33333333333333,4.999999999999999,0,0.0,0.0,74.58,74.58,7.458,56.7,Needs Improvement,Cybersecurity,High Support Priority
S1260,2,5,28.57142857142857,7.142857142857142,85.78,85.78,17.156000000000002,8.59,85.9,12.885,0,0.0,0.0,1,50.0,7.5,84.18,84.18,8.418000000000001,53.1,Needs Improvement,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S1261,3,4,42.857142857142854,10.714285714285714,70.63,70.63,14.126,8.41,84.1,12.614999999999998,2,66.66666666666666,9.999999999999998,2,100.0,15.0,80.04,80.04,8.004000000000001,70.46,Moderate Readiness,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S1262,5,2,71.42857142857143,17.857142857142858,84.54,84.54,16.908,6.75,67.5,10.125,2,66.66666666666666,9.999999999999998,2,100.0,15.0,63.56,63.56,6.356000000000001,76.25,Moderate Readiness,Cloud Computing; Cybersecurity,Technical Specialists
S1263,6,1,85.71428571428571,21.428571428571427,67.71,67.71,13.542,7.55,75.5,11.325,1,33.33333333333333,4.999999999999999,2,100.0,15.0,96.0,96.0,9.600000000000001,75.9,Moderate Readiness,Cloud Computing,Academic Generalists
S1264,4,3,57.14285714285714,14.285714285714285,69.1,69.1,13.82,7.54,75.4,11.31,1,33.33333333333333,4.999999999999999,0,0.0,0.0,72.03,72.03,7.203,51.62,Needs Improvement,Data Structures & Algo; Cloud Computing; Cybersecurity,Comprehensive High Performers
S1265,4,3,57.14285714285714,14.285714285714285,58.21,58.21,11.642000000000001,7.2,72.0,10.799999999999999,3,100.0,15.0,1,50.0,7.5,51.85,51.85,5.1850000000000005,64.41,Moderate Readiness,Advanced Excel; Power BI / Visuals; Cybersecurity,High Support Priority
S1266,5,2,71.42857142857143,17.857142857142858,85.43,85.43,17.086000000000002,8.76,87.6,13.139999999999999,2,66.66666666666666,9.999999999999998,0,0.0,0.0,73.59,73.59,7.359000000000001,65.44,Moderate Readiness,Power BI / Visuals; Cybersecurity,Academic Generalists
S1267,5,2,71.42857142857143,17.857142857142858,70.38,70.38,14.076,7.59,75.9,11.385,0,0.0,0.0,1,50.0,7.5,92.92,92.92,9.292,60.11,Moderate Readiness,Python Programming; Cloud Computing,Academic Generalists
S1268,1,6,14.285714285714285,3.571428571428571,68.57,68.57,13.713999999999999,5.66,56.60000000000001,8.49,1,33.33333333333333,4.999999999999999,1,50.0,7.5,62.08,62.08,6.208,44.48,Needs Improvement,Python Programming; SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S1269,5,2,71.42857142857143,17.857142857142858,53.14,53.14,10.628,6.45,64.5,9.674999999999999,7,100.0,15.0,1,50.0,7.5,83.73,83.73,8.373000000000001,69.03,Moderate Readiness,Power BI / Visuals; Cybersecurity,Technical Specialists
S1270,4,3,57.14285714285714,14.285714285714285,66.41,66.41,13.282,9.1,90.99999999999999,13.649999999999997,1,33.33333333333333,4.999999999999999,1,50.0,7.5,67.95,67.95,6.795000000000001,60.51,Moderate Readiness,Power BI / Visuals; Cloud Computing; Cybersecurity,Comprehensive High Performers
S1271,5,2,71.42857142857143,17.857142857142858,67.5,67.5,13.5,8.84,88.4,13.26,3,100.0,15.0,0,0.0,0.0,93.56,93.56,9.356,68.97,Moderate Readiness,Cloud Computing; Cybersecurity,Comprehensive High Performers
S1272,6,1,85.71428571428571,21.428571428571427,73.38,73.38,14.676,7.77,77.69999999999999,11.654999999999998,3,100.0,15.0,1,50.0,7.5,61.45,61.45,6.1450000000000005,76.4,Moderate Readiness,Data Structures & Algo,Academic Generalists
S1273,4,3,57.14285714285714,14.285714285714285,82.07,82.07,16.413999999999998,5.58,55.800000000000004,8.370000000000001,1,33.33333333333333,4.999999999999999,1,50.0,7.5,73.94,73.94,7.394,58.96,Needs Improvement,SQL Database; Power BI / Visuals; Cybersecurity,High Support Priority
S1274,6,1,85.71428571428571,21.428571428571427,79.88,79.88,15.975999999999999,5.55,55.49999999999999,8.325,1,33.33333333333333,4.999999999999999,0,0.0,0.0,86.73,86.73,8.673,59.4,Needs Improvement,Cloud Computing,High Support Priority
S1275,2,5,28.57142857142857,7.142857142857142,74.75,74.75,14.950000000000001,6.67,66.7,10.005,2,66.66666666666666,9.999999999999998,1,50.0,7.5,61.27,61.27,6.127000000000001,55.72,Needs Improvement,Python Programming; SQL Database; Advanced Excel; Cloud Computing; Cybersecurity,High Support Priority
S1276,3,4,42.857142857142854,10.714285714285714,65.53,65.53,13.106000000000002,7.64,76.4,11.46,3,100.0,15.0,2,100.0,15.0,83.38,83.38,8.338,73.62,Moderate Readiness,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S1277,6,1,85.71428571428571,21.428571428571427,96.95,96.95,19.39,9.01,90.10000000000001,13.515,4,100.0,15.0,2,100.0,15.0,75.65,75.65,7.565000000000001,91.9,High Readiness,Cybersecurity,Comprehensive High Performers
S1278,6,1,85.71428571428571,21.428571428571427,75.23,75.23,15.046000000000001,6.67,66.7,10.005,2,66.66666666666666,9.999999999999998,0,0.0,0.0,80.05,80.05,8.005,64.48,Moderate Readiness,Cybersecurity,High Support Priority
S1279,4,3,57.14285714285714,14.285714285714285,70.4,70.4,14.080000000000002,7.0,70.0,10.5,1,33.33333333333333,4.999999999999999,0,0.0,0.0,61.51,61.51,6.151,50.02,Needs Improvement,Power BI / Visuals; Cloud Computing; Cybersecurity,Technical Specialists
S1280,4,3,57.14285714285714,14.285714285714285,70.35,70.35,14.07,6.16,61.6,9.24,1,33.33333333333333,4.999999999999999,0,0.0,0.0,51.93,51.93,5.1930000000000005,47.79,Needs Improvement,Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S1281,2,5,28.57142857142857,7.142857142857142,65.67,65.67,13.134,6.29,62.9,9.434999999999999,1,33.33333333333333,4.999999999999999,1,50.0,7.5,96.0,96.0,9.600000000000001,51.81,Needs Improvement,SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S1282,3,4,42.857142857142854,10.714285714285714,76.42,76.42,15.284,7.4,74.0,11.1,2,66.66666666666666,9.999999999999998,1,50.0,7.5,88.95,88.95,8.895000000000001,63.49,Moderate Readiness,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S1283,3,4,42.857142857142854,10.714285714285714,78.56,78.56,15.712000000000002,6.23,62.3,9.344999999999999,4,100.0,15.0,0,0.0,0.0,96.0,96.0,9.600000000000001,60.37,Moderate Readiness,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S1284,3,4,42.857142857142854,10.714285714285714,66.65,66.65,13.330000000000002,6.92,69.19999999999999,10.379999999999997,2,66.66666666666666,9.999999999999998,0,0.0,0.0,81.35,81.35,8.135,52.56,Needs Improvement,Advanced Excel; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S1285,3,4,42.857142857142854,10.714285714285714,66.07,66.07,13.213999999999999,5.92,59.199999999999996,8.879999999999999,1,33.33333333333333,4.999999999999999,0,0.0,0.0,75.09,75.09,7.509,45.32,Needs Improvement,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S1286,4,3,57.14285714285714,14.285714285714285,38.5,38.5,7.7,4.67,46.699999999999996,7.004999999999999,4,100.0,15.0,0,0.0,0.0,87.24,87.24,8.724,52.71,Needs Improvement,Power BI / Visuals; Cloud Computing; Cybersecurity,Technical Specialists
S1287,4,3,57.14285714285714,14.285714285714285,57.78,57.78,11.556000000000001,8.27,82.69999999999999,12.404999999999998,2,66.66666666666666,9.999999999999998,0,0.0,0.0,93.39,93.39,9.339,57.59,Needs Improvement,SQL Database; Power BI / Visuals; Cybersecurity,Academic Generalists
S1288,1,6,14.285714285714285,3.571428571428571,72.49,72.49,14.498,7.43,74.3,11.145,1,33.33333333333333,4.999999999999999,0,0.0,0.0,71.74,71.74,7.1739999999999995,41.39,Needs Improvement,Python Programming; SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S1289,6,1,85.71428571428571,21.428571428571427,79.0,79.0,15.8,9.51,95.1,14.264999999999999,4,100.0,15.0,1,50.0,7.5,73.07,73.07,7.3069999999999995,81.3,High Readiness,Cloud Computing,Comprehensive High Performers
S1290,6,1,85.71428571428571,21.428571428571427,82.68,82.68,16.536,8.98,89.8,13.469999999999999,5,100.0,15.0,2,100.0,15.0,96.0,96.0,9.600000000000001,91.03,High Readiness,Cloud Computing,Comprehensive High Performers
S1291,5,2,71.42857142857143,17.857142857142858,30.0,30.0,6.0,4.97,49.7,7.455,2,66.66666666666666,9.999999999999998,1,50.0,7.5,96.0,96.0,9.600000000000001,58.41,Needs Improvement,Python Programming; Cloud Computing,High Support Priority
S1292,4,3,57.14285714285714,14.285714285714285,65.62,65.62,13.124000000000002,6.85,68.5,10.275,3,100.0,15.0,0,0.0,0.0,67.23,67.23,6.723000000000001,59.41,Needs Improvement,Advanced Excel; Power BI / Visuals; Cloud Computing,Technical Specialists
S1293,3,4,42.857142857142854,10.714285714285714,74.99,74.99,14.998,7.09,70.89999999999999,10.634999999999998,3,100.0,15.0,0,0.0,0.0,96.0,96.0,9.600000000000001,60.95,Moderate Readiness,SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S1294,6,1,85.71428571428571,21.428571428571427,79.28,79.28,15.856000000000002,8.15,81.5,12.225,1,33.33333333333333,4.999999999999999,0,0.0,0.0,67.2,67.2,6.720000000000001,61.23,Moderate Readiness,Advanced Excel,Comprehensive High Performers
S1295,3,4,42.857142857142854,10.714285714285714,78.97,78.97,15.794,8.12,81.19999999999999,12.179999999999998,2,66.66666666666666,9.999999999999998,2,100.0,15.0,89.79,89.79,8.979000000000001,72.67,Moderate Readiness,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S1296,6,1,85.71428571428571,21.428571428571427,63.3,63.3,12.66,8.92,89.2,13.38,2,66.66666666666666,9.999999999999998,0,0.0,0.0,85.59,85.59,8.559000000000001,66.03,Moderate Readiness,Cloud Computing,Academic Generalists
S1297,4,3,57.14285714285714,14.285714285714285,86.52,86.52,17.304,8.51,85.1,12.764999999999999,1,33.33333333333333,4.999999999999999,0,0.0,0.0,85.11,85.11,8.511000000000001,57.87,Needs Improvement,Python Programming; Cloud Computing; Cybersecurity,Comprehensive High Performers
S1298,3,4,42.857142857142854,10.714285714285714,81.55,81.55,16.31,6.39,63.9,9.584999999999999,2,66.66666666666666,9.999999999999998,2,100.0,15.0,77.39,77.39,7.739000000000001,69.35,Moderate Readiness,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S1299,3,4,42.857142857142854,10.714285714285714,71.13,71.13,14.225999999999999,5.86,58.60000000000001,8.790000000000001,2,66.66666666666666,9.999999999999998,2,100.0,15.0,79.22,79.22,7.922000000000001,66.65,Moderate Readiness,Python Programming; Advanced Excel; Power BI / Visuals; Cloud Computing,High Support Priority
S1300,3,4,42.857142857142854,10.714285714285714,64.25,64.25,12.850000000000001,6.47,64.7,9.705,1,33.33333333333333,4.999999999999999,1,50.0,7.5,73.94,73.94,7.394,53.16,Needs Improvement,SQL Database; Advanced Excel; Data Structures & Algo; Cybersecurity,High Support Priority
S1301,5,2,71.42857142857143,17.857142857142858,69.49,69.49,13.898,7.0,70.0,10.5,4,100.0,15.0,0,0.0,0.0,90.87,90.87,9.087000000000002,66.34,Moderate Readiness,Data Structures & Algo; Cloud Computing,Technical Specialists
S1302,5,2,71.42857142857143,17.857142857142858,59.68,59.68,11.936,7.78,77.8,11.67,1,33.33333333333333,4.999999999999999,2,100.0,15.0,75.88,75.88,7.588,69.05,Moderate Readiness,Python Programming; Cybersecurity,Comprehensive High Performers
S1303,5,2,71.42857142857143,17.857142857142858,78.36,78.36,15.672,7.04,70.39999999999999,10.559999999999999,5,100.0,15.0,1,50.0,7.5,73.26,73.26,7.3260000000000005,73.92,Moderate Readiness,Power BI / Visuals; Cybersecurity,Technical Specialists
S1304,5,2,71.42857142857143,17.857142857142858,88.49,88.49,17.698,7.02,70.19999999999999,10.529999999999998,1,33.33333333333333,4.999999999999999,4,100.0,15.0,95.52,95.52,9.552,75.64,Moderate Readiness,Advanced Excel; Power BI / Visuals,High Support Priority
S1305,7,0,100.0,25.0,72.61,72.61,14.522,7.87,78.7,11.805,3,100.0,15.0,1,50.0,7.5,74.86,74.86,7.486000000000001,81.31,High Readiness,,Comprehensive High Performers
S1306,4,3,57.14285714285714,14.285714285714285,92.5,92.5,18.5,7.24,72.39999999999999,10.859999999999998,1,33.33333333333333,4.999999999999999,0,0.0,0.0,72.08,72.08,7.208,55.85,Needs Improvement,SQL Database; Power BI / Visuals; Cloud Computing,High Support Priority
S1307,3,4,42.857142857142854,10.714285714285714,84.15,84.15,16.830000000000002,8.16,81.60000000000001,12.24,2,66.66666666666666,9.999999999999998,1,50.0,7.5,96.0,96.0,9.600000000000001,66.88,Moderate Readiness,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S1308,6,1,85.71428571428571,21.428571428571427,69.37,69.37,13.874000000000002,6.95,69.5,10.424999999999999,3,100.0,15.0,1,50.0,7.5,72.98,72.98,7.298000000000001,75.53,Moderate Readiness,Cybersecurity,Technical Specialists
S1309,5,2,71.42857142857143,17.857142857142858,87.93,87.93,17.586000000000002,8.77,87.7,13.155,3,100.0,15.0,0,0.0,0.0,96.0,96.0,9.600000000000001,73.2,Moderate Readiness,Power BI / Visuals; Cybersecurity,Comprehensive High Performers
S1310,5,2,71.42857142857143,17.857142857142858,78.17,78.17,15.634,8.26,82.6,12.389999999999999,2,66.66666666666666,9.999999999999998,1,50.0,7.5,96.0,96.0,9.600000000000001,72.98,Moderate Readiness,Power BI / Visuals; Cloud Computing,Academic Generalists
S1311,5,2,71.42857142857143,17.857142857142858,69.33,69.33,13.866,8.43,84.3,12.645,1,33.33333333333333,4.999999999999999,3,100.0,15.0,82.18,82.18,8.218000000000002,72.59,Moderate Readiness,Power BI / Visuals; Cloud Computing,Comprehensive High Performers
S1312,3,4,42.857142857142854,10.714285714285714,60.08,60.08,12.016,5.81,58.099999999999994,8.714999999999998,1,33.33333333333333,4.999999999999999,0,0.0,0.0,69.01,69.01,6.901000000000001,43.35,Needs Improvement,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S1313,5,2,71.42857142857143,17.857142857142858,50.28,50.28,10.056000000000001,6.08,60.8,9.12,3,100.0,15.0,0,0.0,0.0,95.05,95.05,9.505,61.54,Moderate Readiness,Cloud Computing; Cybersecurity,Technical Specialists
S1314,5,2,71.42857142857143,17.857142857142858,65.96,65.96,13.192,5.93,59.3,8.895,3,100.0,15.0,1,50.0,7.5,71.14,71.14,7.114000000000001,69.56,Moderate Readiness,Power BI / Visuals; Cybersecurity,High Support Priority
S1315,6,1,85.71428571428571,21.428571428571427,66.04,66.04,13.208000000000002,7.01,70.1,10.514999999999999,2,66.66666666666666,9.999999999999998,2,100.0,15.0,81.94,81.94,8.194,78.35,Moderate Readiness,Cloud Computing,High Support Priority
S1316,5,2,71.42857142857143,17.857142857142858,79.9,79.9,15.980000000000002,6.97,69.69999999999999,10.454999999999998,3,100.0,15.0,2,100.0,15.0,96.0,96.0,9.600000000000001,83.89,High Readiness,Power BI / Visuals; Cybersecurity,Technical Specialists
S1317,5,2,71.42857142857143,17.857142857142858,70.9,70.9,14.180000000000001,8.29,82.89999999999999,12.434999999999999,0,0.0,0.0,2,100.0,15.0,83.44,83.44,8.344,67.82,Moderate Readiness,Power BI / Visuals; Cloud Computing,Academic Generalists
S1318,6,1,85.71428571428571,21.428571428571427,79.78,79.78,15.956000000000001,7.71,77.10000000000001,11.565000000000001,0,0.0,0.0,0,0.0,0.0,96.0,96.0,9.600000000000001,58.55,Needs Improvement,Cloud Computing,Academic Generalists
S1319,4,3,57.14285714285714,14.285714285714285,60.21,60.21,12.042000000000002,6.58,65.8,9.87,1,33.33333333333333,4.999999999999999,2,100.0,15.0,85.76,85.76,8.576,64.77,Moderate Readiness,Power BI / Visuals; Data Structures & Algo; Cybersecurity,Technical Specialists
S1320,3,4,42.857142857142854,10.714285714285714,68.52,68.52,13.704,7.06,70.6,10.589999999999998,3,100.0,15.0,1,50.0,7.5,81.37,81.37,8.137,65.65,Moderate Readiness,Python Programming; SQL Database; Cloud Computing; Cybersecurity,High Support Priority
S1321,3,4,42.857142857142854,10.714285714285714,76.27,76.27,15.254,7.87,78.7,11.805,2,66.66666666666666,9.999999999999998,0,0.0,0.0,96.0,96.0,9.600000000000001,57.37,Needs Improvement,Python Programming; Advanced Excel; Cloud Computing; Cybersecurity,Academic Generalists
S1322,4,3,57.14285714285714,14.285714285714285,64.32,64.32,12.863999999999999,9.05,90.5,13.575,2,66.66666666666666,9.999999999999998,0,0.0,0.0,79.48,79.48,7.948,58.67,Needs Improvement,SQL Database; Cloud Computing; Cybersecurity,Academic Generalists
S1323,4,3,57.14285714285714,14.285714285714285,59.02,59.02,11.804000000000002,7.16,71.6,10.739999999999998,3,100.0,15.0,0,0.0,0.0,47.41,47.41,4.741,56.57,Needs Improvement,Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S1324,4,3,57.14285714285714,14.285714285714285,64.17,64.17,12.834000000000001,7.02,70.19999999999999,10.529999999999998,2,66.66666666666666,9.999999999999998,1,50.0,7.5,62.08,62.08,6.208,61.36,Moderate Readiness,Data Structures & Algo; Cloud Computing; Cybersecurity,Technical Specialists
S1325,4,3,57.14285714285714,14.285714285714285,83.94,83.94,16.788,7.95,79.5,11.924999999999999,1,33.33333333333333,4.999999999999999,1,50.0,7.5,94.46,94.46,9.446,64.94,Moderate Readiness,Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S1326,5,2,71.42857142857143,17.857142857142858,70.64,70.64,14.128,7.86,78.60000000000001,11.790000000000001,3,100.0,15.0,0,0.0,0.0,96.0,96.0,9.600000000000001,68.38,Moderate Readiness,Cloud Computing; Cybersecurity,Comprehensive High Performers
S1327,5,2,71.42857142857143,17.857142857142858,80.5,80.5,16.1,6.73,67.30000000000001,10.095,4,100.0,15.0,0,0.0,0.0,96.0,96.0,9.600000000000001,68.65,Moderate Readiness,Cloud Computing; Cybersecurity,Technical Specialists
S1328,3,4,42.857142857142854,10.714285714285714,88.02,88.02,17.604,7.51,75.1,11.264999999999999,2,66.66666666666666,9.999999999999998,1,50.0,7.5,76.83,76.83,7.683,64.77,Moderate Readiness,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S1329,4,3,57.14285714285714,14.285714285714285,76.66,76.66,15.332,8.17,81.69999999999999,12.254999999999997,1,33.33333333333333,4.999999999999999,3,100.0,15.0,71.27,71.27,7.127,69.0,Moderate Readiness,SQL Database; Power BI / Visuals; Cybersecurity,Comprehensive High Performers
S1330,6,1,85.71428571428571,21.428571428571427,87.38,87.38,17.476,9.11,91.1,13.665,2,66.66666666666666,9.999999999999998,1,50.0,7.5,96.0,96.0,9.600000000000001,79.67,Moderate Readiness,Cloud Computing,Comprehensive High Performers
S1331,3,4,42.857142857142854,10.714285714285714,48.12,48.12,9.624,6.24,62.4,9.36,2,66.66666666666666,9.999999999999998,2,100.0,15.0,79.02,79.02,7.902,62.6,Moderate Readiness,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S1332,3,4,42.857142857142854,10.714285714285714,69.71,69.71,13.942,6.73,67.30000000000001,10.095,1,33.33333333333333,4.999999999999999,0,0.0,0.0,73.0,73.0,7.300000000000001,47.05,Needs Improvement,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S1333,3,4,42.857142857142854,10.714285714285714,61.1,61.1,12.22,6.14,61.4,9.209999999999999,1,33.33333333333333,4.999999999999999,0,0.0,0.0,89.72,89.72,8.972,46.12,Needs Improvement,SQL Database; Power BI / Visuals; Data Structures & Algo; Cybersecurity,High Support Priority
S1334,4,3,57.14285714285714,14.285714285714285,74.95,74.95,14.990000000000002,6.25,62.5,9.375,3,100.0,15.0,1,50.0,7.5,85.63,85.63,8.563,69.71,Moderate Readiness,Power BI / Visuals; Cloud Computing; Cybersecurity,Technical Specialists
S1335,2,5,28.57142857142857,7.142857142857142,57.41,57.41,11.482,6.17,61.7,9.255,3,100.0,15.0,1,50.0,7.5,71.66,71.66,7.166,57.55,Needs Improvement,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S1336,5,2,71.42857142857143,17.857142857142858,78.76,78.76,15.752000000000002,8.16,81.60000000000001,12.24,1,33.33333333333333,4.999999999999999,0,0.0,0.0,96.0,96.0,9.600000000000001,60.45,Moderate Readiness,Power BI / Visuals; Cybersecurity,Academic Generalists
S1337,4,3,57.14285714285714,14.285714285714285,61.56,61.56,12.312000000000001,6.26,62.6,9.39,1,33.33333333333333,4.999999999999999,1,50.0,7.5,78.16,78.16,7.816,56.3,Needs Improvement,Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S1338,3,4,42.857142857142854,10.714285714285714,88.18,88.18,17.636000000000003,8.36,83.6,12.54,1,33.33333333333333,4.999999999999999,0,0.0,0.0,79.85,79.85,7.984999999999999,53.88,Needs Improvement,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S1339,4,3,57.14285714285714,14.285714285714285,51.12,51.12,10.224,7.3,73.0,10.95,0,0.0,0.0,0,0.0,0.0,82.57,82.57,8.257,43.72,Needs Improvement,Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S1340,5,2,71.42857142857143,17.857142857142858,69.96,69.96,13.991999999999999,7.58,75.8,11.37,3,100.0,15.0,1,50.0,7.5,73.83,73.83,7.383,73.1,Moderate Readiness,Cloud Computing; Cybersecurity,Academic Generalists
S1341,3,4,42.857142857142854,10.714285714285714,72.62,72.62,14.524000000000001,9.07,90.7,13.605,1,33.33333333333333,4.999999999999999,2,100.0,15.0,90.39,90.39,9.039,67.88,Moderate Readiness,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S1342,6,1,85.71428571428571,21.428571428571427,71.26,71.26,14.252000000000002,8.7,86.99999999999999,13.049999999999997,3,100.0,15.0,0,0.0,0.0,96.0,96.0,9.600000000000001,73.33,Moderate Readiness,Cybersecurity,Comprehensive High Performers
S1343,6,1,85.71428571428571,21.428571428571427,85.35,85.35,17.07,7.35,73.5,11.025,1,33.33333333333333,4.999999999999999,0,0.0,0.0,83.94,83.94,8.394,62.92,Moderate Readiness,Cybersecurity,High Support Priority
S1344,3,4,42.857142857142854,10.714285714285714,93.92,93.92,18.784000000000002,7.97,79.69999999999999,11.954999999999998,4,100.0,15.0,0,0.0,0.0,96.0,96.0,9.600000000000001,66.05,Moderate Readiness,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S1345,4,3,57.14285714285714,14.285714285714285,80.29,80.29,16.058000000000003,4.87,48.699999999999996,7.304999999999999,1,33.33333333333333,4.999999999999999,0,0.0,0.0,91.6,91.6,9.16,51.81,Needs Improvement,Power BI / Visuals; Cloud Computing; Cybersecurity,Technical Specialists
S1346,4,3,57.14285714285714,14.285714285714285,72.97,72.97,14.594000000000001,7.45,74.5,11.174999999999999,2,66.66666666666666,9.999999999999998,1,50.0,7.5,95.99,95.99,9.599,67.15,Moderate Readiness,Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S1347,3,4,42.857142857142854,10.714285714285714,88.64,88.64,17.728,8.56,85.60000000000001,12.840000000000002,3,100.0,15.0,2,100.0,15.0,63.06,63.06,6.306000000000001,77.59,Moderate Readiness,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S1348,5,2,71.42857142857143,17.857142857142858,67.0,67.0,13.4,7.9,79.0,11.85,3,100.0,15.0,1,50.0,7.5,74.78,74.78,7.478000000000001,73.09,Moderate Readiness,Power BI / Visuals; Cybersecurity,Academic Generalists
S1349,5,2,71.42857142857143,17.857142857142858,89.89,89.89,17.978,8.02,80.19999999999999,12.029999999999998,2,66.66666666666666,9.999999999999998,2,100.0,15.0,72.86,72.86,7.2860000000000005,80.15,High Readiness,Cloud Computing; Cybersecurity,Academic Generalists
